,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
1630,,Tuesday,T,2014,rainy%20river,rainy river record,fort frances times ltd.,609.0,ON,609.0,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]",,,,,,0.0,rainy river,rainy river record,"['Rainy River', 'Unorganized']",363,0,2013,False
1631,,Tuesday,T,2015,rainy%20river,rainy river record,fort frances times ltd.,640.0,ON,640.0,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]",,,,,,0.0,rainy river,rainy river record,"['Rainy River', 'Unorganized']",363,0,2013,False
1632,,Tuesday,T,2016,rainy%20river,rainy river record,fort frances times ltd.,552.0,ON,552.0,fort frances times ltd.,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]",,,,,,0.0,rainy river,rainy river record,"['Rainy River', 'Unorganized']",363,0,2013,False
1633,0.0,Wednesday,B,2013,chesterville,record,etcetera publications,1576.0,ON,1576.0,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0,"[(45.1024266, -75.2289179)]",record,,,,,0.0,chesterville,chesterville record,['North Dundas'],364,0,2013,False
1634,,Wednesday,B,2014,chesterville,record,etcetera publications,1906.0,ON,1906.0,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0,"[(45.1024266, -75.2289179)]",,,,,,0.0,chesterville,chesterville record,['North Dundas'],364,0,2013,False
1635,2.0,Wednesday,B,2015,chesterville,record,etcetera publications,1698.0,ON,1700.0,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0,"[(45.1024266, -75.2289179)]",,,,,,0.0,chesterville,chesterville record,['North Dundas'],364,0,2013,False
1636,,Wednesday,B,2016,chesterville,record,etcetera publications,1580.0,ON,1582.0,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0,"[(45.1024266, -75.2289179)]",,,,,,0.0,chesterville,chesterville record,['North Dundas'],364,0,2013,False
1637,,Wednesday,B,2017,chesterville,record,etcetera publications,1367.0,ON,1369.0,etcetera publications,"['chesterville ,ON, Canada']",11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0,"[(45.1024266, -75.2289179)]",,,,,,0.0,chesterville,chesterville record,['North Dundas'],364,0,2013,False
1638,15.0,Wednesday,T,2013,mattawa,recorder,ontario inc.,1085.0,ON,1100.0,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",recorder,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,False
1639,,Wednesday,T,2014,mattawa,recorder,ontario inc.,,ON,,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,True
1640,50.0,Wednesday,T,2015,mattawa,recorder,ontario inc.,1100.0,ON,1150.0,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,False
1641,,Wednesday,T,2016,mattawa,recorder,ontario inc.,,ON,,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,True
1642,,Wednesday,T,2017,mattawa,recorder,ontario inc.,,ON,,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,True
1643,,Wednesday,T,2018,mattawa,recorder,ontario inc.,,ON,,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,True
1644,,Wednesday,T,2019,mattawa,recorder,ontario inc.,,ON,,ontario inc.,"['mattawa ,ON, Canada']",1993.0,2023.0,-1.5,979.0,891.0,544.8,3.66,47.1,1680.0,540.0,445.0,690.0,45.0,70.0,1640.0,1590.0,23899.0,1895.0,1825.0,70.0,"[(46.317296, -78.703308)]",,,,,,0.0,mattawa,mattawa recorder,['Mattawa'],365,0,2013,True
1645,13000.0,Thursday,T,2013,embrun,reflet,compagnie d'edition andre paquette,0.0,ON,13000.0,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,False
1646,,Thursday,T,2014,embrun,reflet,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,True
1647,13400.0,Thursday,T,2015,embrun,reflet,compagnie d'edition andre paquette,,ON,13400.0,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,False
1648,,Thursday,T,2016,embrun,reflet,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,True
1649,,Thursday,T,2017,embrun,reflet,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,True
1650,,Thursday,T,2018,embrun,reflet,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,True
1651,,Thursday,T,2019,embrun,reflet,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['embrun ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2742012, -75.2749125)]",,,,,,0.0,embrun,embrun reflet,['Russell'],366,0,2013,True
1652,802.0,Wednesday,T,2013,windsor,rempart le,les pubs. des grands-lacs,5735.0,ON,6537.0,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,False
1653,,Wednesday,T,2014,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1654,,Wednesday,T,2015,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1655,,Wednesday,T,2016,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1656,,Wednesday,T,2017,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1657,,Wednesday,T,2018,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1658,,Wednesday,T,2019,windsor,rempart le,les pubs. des grands-lacs,,ON,,les pubs. des grands-lacs,"['windsor ,ON, Canada']",217188.0,210891.0,3.0,97777.0,91632.0,1483.8,146.38,41.2,178585.0,33830.0,57110.0,87645.0,3370.0,37355.0,178620.0,169325.0,28862.0,213980.0,150605.0,59485.0,"[(42.3167397, -83.0373389)]",,,,,,0.0,windsor,windsor rempart le,['Windsor'],367,0,2013,True
1659,15290.0,Thursday,B,2013,renfrew,renfrew mercury,metroland media group ltd.,0.0,ON,15290.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1660,15587.0,Thursday,B,2014,renfrew,renfrew mercury,metroland media group ltd.,,ON,15587.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1661,15624.0,Thursday,B,2015,renfrew,renfrew mercury,metroland media group ltd.,,ON,15624.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1662,14519.0,Thursday,B,2016,renfrew,renfrew mercury,metroland media group ltd.,,ON,14519.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1663,13359.0,Thursday,B,2017,renfrew,renfrew mercury,metroland media group ltd.,,ON,13359.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1664,13319.0,Thursday,B,2018,renfrew,renfrew mercury,metroland media group ltd.,,ON,13319.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1665,11563.0,Thursday,B,2019,renfrew,renfrew mercury,metroland media group ltd.,,ON,11563.0,metroland media group ltd.,"['renfrew ,ON, Canada']",9387.0,9657.0,-2.8,3877.0,3717.0,17.0,551.43,42.5,7870.0,1420.0,2270.0,4175.0,130.0,1075.0,7870.0,7585.0,37593.0,9375.0,9035.0,340.0,"[(45.7300564, -77.2793698)]",,,,,,0.0,renfrew,renfrew mercury,['Laurentian Valley'],368,0,2013,False
1666,6439.0,Thursday,T,2015,gananoque,reporter,sun media corporation,24.0,ON,6463.0,sun media corporation,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],369,0,2015,False
1667,,Thursday,T,2016,gananoque,reporter,sun media corporation,,ON,,postmedia network inc.,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],369,0,2015,True
1668,,Thursday,T,2017,gananoque,reporter,postmedia network inc.,13.0,ON,6452.0,postmedia network inc.,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],369,0,2015,False
1669,,Thursday,T,2018,gananoque,reporter,postmedia network inc.,,ON,,postmedia network inc.,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],369,0,2015,True
1670,,Thursday,T,2019,gananoque,reporter,postmedia network inc.,,ON,,postmedia network inc.,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],369,0,2015,True
1671,7500.0,Wednesday,T,2013,gananoque,reporter,sun media corporation,0.0,ON,7500.0,sun media corporation,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",reporter,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],370,0,2013,False
1672,,Wednesday,T,2014,gananoque,reporter,sun media corporation,,ON,,sun media corporation,"['gananoque ,ON, Canada']",5159.0,5194.0,-0.7,2516.0,2404.0,733.6,7.03,47.2,4320.0,915.0,1380.0,2025.0,50.0,550.0,4325.0,4205.0,31646.0,4995.0,4650.0,350.0,"[(44.3352722, -76.1646638)]",,,,,,0.0,gananoque,gananoque reporter,['Gananoque'],370,0,2013,True
1673,57.0,Thursday,T,2013,westport,review mirror,the mirror group,1662.0,ON,1719.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",review mirror,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1674,62.0,Thursday,T,2014,westport,review mirror,the mirror group,1646.0,ON,1708.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1675,68.0,Thursday,T,2015,westport,review mirror,the mirror group,1683.0,ON,1751.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1676,64.0,Thursday,T,2016,westport,review mirror,the mirror group,1637.0,ON,1701.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1677,63.0,Thursday,T,2017,westport,review mirror,the mirror group,1647.0,ON,1710.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1678,61.0,Thursday,T,2018,westport,review mirror,the mirror group,1580.0,ON,1641.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1679,57.0,Thursday,T,2019,westport,review mirror,the mirror group,1527.0,ON,1584.0,the mirror group,"['westport ,ON, Canada']",590.0,628.0,-6.1,354.0,300.0,350.8,1.68,51.2,500.0,70.0,180.0,250.0,0.0,60.0,525.0,505.0,28843.0,570.0,510.0,60.0,"[(44.678462, -76.397463)]",,,,,,0.0,westport,westport review mirror,['Westport'],371,0,2013,False
1680,24906.0,Monthly,T,2013,toronto,richmond hill post,post city magazines,0.0,ON,24906.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,False
1681,24937.0,Monthly,T,2014,toronto,richmond hill post,post city magazines,,ON,24937.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,False
1682,24483.0,Monthly,T,2015,toronto,richmond hill post,post city magazines,,ON,24483.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,False
1683,,Monthly,T,2016,toronto,richmond hill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,True
1684,,Monthly,T,2017,toronto,richmond hill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,True
1685,,Monthly,T,2018,toronto,richmond hill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,True
1686,23400.0,Monthly,T,2019,toronto,richmond hill post,post city magazines,,ON,23400.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto richmond hill post,['Toronto'],372,0,2013,False
1687,8985.0,Wednesday,T,2013,amherstburg,river town times,river town times,0.0,ON,8985.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",river town times,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1688,9177.0,Wednesday,T,2014,amherstburg,river town times,river town times,,ON,9177.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
