,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
40,,Tuesday,B,2016,alliston,alliston herald,metroland media group ltd.,,ON,,metroland media group ltd.,"['alliston ,ON, Canada']",34242.0,30234.0,13.3,13191.0,12906.0,124.9,274.21,41.8,27900.0,5375.0,9330.0,13190.0,435.0,3935.0,27900.0,26950.0,38281.0,33735.0,28800.0,4835.0,"[(44.1539369, -79.8692321)]",,,,,,0.0,alliston,alliston herald,['New Tecumseth'],7,0,2013,True
41,86.0,Thursday,B,2013,burks%20falls,almaguin news,metroland media group ltd.,2681.0,ON,2767.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
42,,Thursday,B,2014,burks%20falls,almaguin news,metroland media group ltd.,2497.0,ON,2583.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
43,205.0,Thursday,B,2015,burks%20falls,almaguin news,metroland media group ltd.,2318.0,ON,2523.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
44,150.0,Thursday,B,2016,burks%20falls,almaguin news,metroland media group ltd.,2230.0,ON,2380.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
45,95.0,Thursday,B,2017,burks%20falls,almaguin news,metroland media group ltd.,2123.0,ON,2218.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
46,131.0,Thursday,B,2018,burks%20falls,almaguin news,metroland media group ltd.,1839.0,ON,1970.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
47,104.0,Thursday,B,2019,burks%20falls,almaguin news,metroland media group ltd.,1519.0,ON,1623.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",,,,,,0.0,burks falls,burks falls almaguin news,"[""Burk's Falls""]",8,0,2013,False
48,12823.0,Thursday,T,2013,ancaster,ancaster news,metroland media group ltd.,0.0,ON,12823.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
49,12927.0,Thursday,T,2014,ancaster,ancaster news,metroland media group ltd.,,ON,12927.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
50,12725.0,Thursday,T,2015,ancaster,ancaster news,metroland media group ltd.,,ON,12725.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
51,12710.0,Thursday,T,2016,ancaster,ancaster news,metroland media group ltd.,,ON,12710.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
52,13041.0,Thursday,T,2017,ancaster,ancaster news,metroland media group ltd.,,ON,13041.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
53,13037.0,Thursday,T,2018,ancaster,ancaster news,metroland media group ltd.,,ON,13037.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
54,13111.0,Thursday,T,2019,ancaster,ancaster news,metroland media group ltd.,,ON,13111.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,ancaster news,['Hamilton'],9,0,2013,False
55,33500.0,Thursday,T,2013,toronto,annex gleaner,burchell publishing co. ltd.,0.0,ON,33500.0,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,False
56,25000.0,Thursday,T,2014,toronto,annex gleaner,burchell publishing co. ltd.,,ON,25000.0,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,False
57,,Thursday,T,2015,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,True
58,,Thursday,T,2016,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,True
59,,Thursday,T,2017,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,True
60,,Thursday,T,2018,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,True
61,,Thursday,T,2019,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,toronto annex gleaner,['Toronto'],10,0,2013,True
62,7668.0,Thursday,T,2013,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7668.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
63,7892.0,Thursday,T,2014,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7892.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
64,7941.0,Thursday,T,2015,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7941.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
65,8332.0,Thursday,T,2016,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8332.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
66,8114.0,Thursday,T,2017,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8114.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
67,8019.0,Thursday,T,2018,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8019.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
68,7085.0,Thursday,T,2019,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7085.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,arnprior chronicle guide,['Arnprior'],11,1,2013,False
69,12.0,Wednesday,T,2013,arthur,arthur enterprise news,metroland media group ltd.,510.0,ON,522.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,arthur enterprise news,['Wellington North'],12,0,2013,False
70,0.0,Wednesday,T,2014,arthur,arthur enterprise news,metroland media group ltd.,420.0,ON,420.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,arthur enterprise news,['Wellington North'],12,0,2013,False
71,,Wednesday,T,2015,arthur,arthur enterprise news,metroland media group ltd.,315.0,ON,315.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,arthur enterprise news,['Wellington North'],12,0,2013,False
72,,Wednesday,T,2016,arthur,arthur enterprise news,metroland media group ltd.,235.0,ON,235.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,arthur enterprise news,['Wellington North'],12,0,2013,False
73,43.0,Monday,T,2013,atikokan,atikokan progress,atikokan printing (1994) ltd.,1263.0,ON,1306.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
74,40.0,Monday,T,2014,atikokan,atikokan progress,atikokan printing (1994) ltd.,1220.0,ON,1260.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
75,39.0,Monday,T,2015,atikokan,atikokan progress,atikokan printing (1994) ltd.,1154.0,ON,1193.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
76,38.0,Monday,T,2016,atikokan,atikokan progress,atikokan printing (1994) ltd.,1075.0,ON,1113.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
77,34.0,Monday,T,2017,atikokan,atikokan progress,atikokan printing (1994) ltd.,1047.0,ON,1081.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
78,,Monday,T,2018,atikokan,atikokan progress,atikokan printing (1994) ltd.,1053.0,ON,1087.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
79,32.0,Monday,T,2019,atikokan,atikokan progress,atikokan printing (1994) ltd.,1012.0,ON,1044.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,atikokan progress,['Atikokan'],13,0,2013,False
80,14.0,Wednesday,B,2013,aylmer,aylmer express,aylmer express ltd.,3584.0,ON,3598.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
81,30.0,Wednesday,B,2014,aylmer,aylmer express,aylmer express ltd.,3391.0,ON,3421.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
82,,Wednesday,B,2015,aylmer,aylmer express,aylmer express ltd.,,ON,,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,True
83,12.0,Wednesday,B,2016,aylmer,aylmer express,aylmer express ltd.,3302.0,ON,3314.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
84,14.0,Wednesday,B,2017,aylmer,aylmer express,aylmer express ltd.,3076.0,ON,3090.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
85,13.0,Wednesday,B,2018,aylmer,aylmer express,aylmer express ltd.,3013.0,ON,3026.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
86,,Wednesday,B,2019,aylmer,aylmer express,aylmer express ltd.,2929.0,ON,2942.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,aylmer express,['Aylmer'],14,0,2013,False
87,0.0,Wednesday,B,2013,ayr,ayr news,ayr news ltd.,3204.0,ON,3204.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
88,,Wednesday,B,2014,ayr,ayr news,ayr news ltd.,3150.0,ON,3150.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
89,,Wednesday,B,2015,ayr,ayr news,ayr news ltd.,3082.0,ON,3082.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
90,,Wednesday,B,2016,ayr,ayr news,ayr news ltd.,3052.0,ON,3052.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
91,,Wednesday,B,2017,ayr,ayr news,ayr news ltd.,2939.0,ON,2939.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
92,,Wednesday,B,2018,ayr,ayr news,ayr news ltd.,2785.0,ON,2785.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
93,,Wednesday,B,2019,ayr,ayr news,ayr news ltd.,2603.0,ON,2603.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,ayr news,['North Dumfries'],15,0,2013,False
94,7850.0,Friday,T,2013,bancroft,bancroft this week,sun media corporation,0.0,ON,7850.0,sun media corporation,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",,,,,,0.0,bancroft,bancroft this week,['Bancroft'],16,0,2013,False
95,7871.0,Friday,T,2014,bancroft,bancroft this week,maple key media,,ON,7871.0,sun media corporation,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",,,,,,0.0,bancroft,bancroft this week,['Bancroft'],16,0,2013,False
96,9338.0,Friday,T,2015,bancroft,bancroft this week,maple key media,,ON,9338.0,maple key media,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",,,,,,0.0,bancroft,bancroft this week,['Bancroft'],16,0,2013,False
