AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,MarketAndNewspaper,_merge1,FreeCirculation,EDITION,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,CSDs,ID,ID2,Swap2017Affected,_merge2,first_year,equal_to_previous,EverPaid,EverFree,OpCross2017,OpPost2017
ottawa south news,Thursday,41820.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2015,ottawa south news,both,42150.0,Thursday,T,ottawa,ottawa south news,metroland media group ltd.,0.0,ON,42150.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],345.0,288.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa south news,Thursday,42150.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2016,ottawa south news,both,41427.0,Thursday,T,ottawa,ottawa south news,metroland media group ltd.,0.0,ON,41427.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],345.0,288.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa south news,Thursday,52988.0,1.26,1160.0,1160.0,10.0,161.0,10.0,2017,ottawa south news,both,47494.0,Thursday,T,ottawa,ottawa south news,metroland media group ltd.,0.0,ON,47494.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],345.0,288.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa west news,Thursday,32030.0,1.47,335.0,1160.0,6.0,218.0,5.0,2013,ottawa west news,both,35681.0,Thursday,T,ottawa,ottawa west news,metroland media group ltd.,0.0,ON,35681.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],346.0,289.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa west news,Thursday,35681.0,1.02,1160.0,1160.0,10.0,189.0,10,2014,ottawa west news,both,35389.0,Thursday,T,ottawa,ottawa west news,metroland media group ltd.,0.0,ON,35389.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],346.0,289.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa west news,Thursday,35247.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2015,ottawa west news,both,35107.0,Thursday,T,ottawa,ottawa west news,metroland media group ltd.,0.0,ON,35107.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],346.0,289.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa west news,Thursday,35107.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2016,ottawa west news,both,35081.0,Thursday,T,ottawa,ottawa west news,metroland media group ltd.,0.0,ON,35081.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],346.0,289.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
ottawa west news,Thursday,35081.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2017,ottawa west news,both,34981.0,Thursday,T,ottawa,ottawa west news,metroland media group ltd.,0.0,ON,34981.0,metroland media group ltd.,"['ottawa ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.4208777, -75.6901106)]",,,,,,1.0,ottawa,['Ottawa'],346.0,289.0,1.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
london our london,Thursday,129642.0,2.35,,1160.0,10.0,161.0,10.0,2016,our london,both,129642.0,Thursday,B,london,our london,metroland media group ltd.,0.0,ON,129642.0,metroland media group ltd.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,1.0,london,['London'],347.0,290.0,1.0,both,2016.0,0.0,0.0,1.0,0.0,0.0
london our london,Thursday,110000.0,2.35,,1160.0,10.0,161.0,10.0,2017,our london,both,129642.0,Thursday,B,london,our london,metroland media group ltd.,0.0,ON,129642.0,metroland media group ltd.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,1.0,london,['London'],347.0,290.0,1.0,both,2016.0,1.0,0.0,1.0,0.0,0.0
toronto parkdale liberty villager,Thursday,24298.0,2.13,335.0,1160.0,10.0,175.0,10.0,2013,toronto parkdaleliberty villager,both,24385.0,Thursday,T,toronto,parkdaleliberty villager,metroland media group ltd.,0.0,ON,24385.0,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,['Toronto'],348.0,291.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
toronto parkdale liberty villager,Thursday,24335.0,2.32,1160.0,1160.0,10.0,161.0,10,2014,toronto parkdaleliberty villager,both,24366.0,Thursday,T,toronto,parkdaleliberty villager,metroland media group ltd.,0.0,ON,24366.0,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,['Toronto'],348.0,291.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
toronto parkdale liberty villager,Thursday,24366.0,2.32,1160.0,1160.0,10.0,161.0,10.0,2015,toronto parkdaleliberty villager,both,25621.0,Thursday,T,toronto,parkdaleliberty villager,metroland media group ltd.,0.0,ON,25621.0,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,['Toronto'],348.0,291.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
toronto parkdale liberty villager,Thursday,24997.0,2.32,1160.0,1160.0,10.0,161.0,10.0,2016,toronto parkdaleliberty villager,both,23718.0,Thursday,T,toronto,parkdaleliberty villager,metroland media group ltd.,0.0,ON,23718.0,metroland media group ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,['Toronto'],348.0,291.0,0.0,both,2013.0,0.0,0.0,1.0,0.0,0.0
pelham news,Thursday,6673.0,0.61,147.0,368.0,9.0,160.0,3,2014,fonthill pelham news,both,6639.0,Thursday,T,fonthill,pelham news,sun media corporation,0.0,ON,6639.0,sun media corporation,"['fonthill ,ON, Canada']",17110.0,16598.0,3.1,6596.0,6469.0,135.3,126.43,45.8,14180.0,1855.0,3535.0,8785.0,310.0,3875.0,14175.0,13740.0,41313.0,16670.0,14380.0,2190.0,"[(43.0307817, -79.2859628)]",,,,,,1.0,fonthill,['Pelham'],349.0,292.0,1.0,both,2014.0,0.0,0.0,1.0,0.0,0.0
pelham news,Thursday,6592.0,0.6266666666666667,147.0,368.0,9.0,160.0,3,2015,fonthill pelham news,both,6562.0,Thursday,T,fonthill,pelham news,sun media corporation,0.0,ON,6562.0,sun media corporation,"['fonthill ,ON, Canada']",17110.0,16598.0,3.1,6596.0,6469.0,135.3,126.43,45.8,14180.0,1855.0,3535.0,8785.0,310.0,3875.0,14175.0,13740.0,41313.0,16670.0,14380.0,2190.0,"[(43.0307817, -79.2859628)]",,,,,,1.0,fonthill,['Pelham'],349.0,292.0,1.0,both,2014.0,0.0,0.0,1.0,0.0,0.0
pelham news,Thursday,6511.0,0.6433333333333333,147.0,368.0,9.0,160.0,3,2016,fonthill pelham news,both,6485.0,Thursday,T,fonthill,pelham news,sun media corporation,0.0,ON,6485.0,sun media corporation,"['fonthill ,ON, Canada']",17110.0,16598.0,3.1,6596.0,6469.0,135.3,126.43,45.8,14180.0,1855.0,3535.0,8785.0,310.0,3875.0,14175.0,13740.0,41313.0,16670.0,14380.0,2190.0,"[(43.0307817, -79.2859628)]",,,,,,1.0,fonthill,['Pelham'],349.0,292.0,1.0,both,2014.0,0.0,0.0,1.0,0.0,0.0
pelham news,Thursday,6430.0,0.66,147.0,368.0,9.0,160.0,3.0,2017,fonthill pelham news,both,6408.0,Thursday,T,fonthill,pelham news,postmedia network inc.,0.0,ON,6408.0,postmedia network inc.,"['fonthill ,ON, Canada']",17110.0,16598.0,3.1,6596.0,6469.0,135.3,126.43,45.8,14180.0,1855.0,3535.0,8785.0,310.0,3875.0,14175.0,13740.0,41313.0,16670.0,14380.0,2190.0,"[(43.0307817, -79.2859628)]",,,,,,1.0,fonthill,['Pelham'],349.0,292.0,1.0,both,2014.0,0.0,0.0,1.0,0.0,0.0
perth courier,Thursday,11763.0,0.69,335.0,1160.0,6.0,218.0,5.0,2013,perth courier,both,11930.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,11930.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,11930.0,0.48,1160.0,1160.0,10.0,189.0,10,2014,perth courier,both,12232.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,12232.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,12345.0,0.57,1160.0,1160.0,10.0,161.0,10.0,2015,perth courier,both,12467.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,12467.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,12467.0,0.57,1160.0,1160.0,10.0,161.0,10.0,2016,perth courier,both,11722.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,11722.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,11722.0,0.57,1160.0,1160.0,10.0,161.0,10.0,2017,perth courier,both,11765.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,11765.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,11765.0,0.57,1160.0,1160.0,10.0,161.0,10.0,2018,perth courier,both,11702.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,11702.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
perth courier,Thursday,11828.0,0.57,1160.0,1160.0,10.0,161.0,10.0,2019,perth courier,both,11686.0,Thursday,T,perth,perth courier,metroland media group ltd.,0.0,ON,11686.0,metroland media group ltd.,"['perth ,ON, Canada']",12261.0,12011.0,2.1,4080.0,3993.0,17.2,712.14,37.2,9175.0,3350.0,2375.0,3450.0,145.0,695.0,9175.0,8880.0,33253.0,12055.0,11185.0,855.0,"[(43.4935991, -81.0164111)]",,,,,,0.0,perth,['Perth East'],351.0,293.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,45647.0,3.91,335.0,1160.0,10.0,175.0,10.0,2013,peterborough this week,both,45490.0,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,45490.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,45313.0,4.28,1160.0,1160.0,10.0,161.0,10,2014,peterborough this week,both,45095.0,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,45095.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,44719.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2015,peterborough this week,both,44314.0,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,44314.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,44465.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2016,peterborough this week,both,43968.0,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,43968.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,43968.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2017,peterborough this week,both,43360.333333333336,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,43360.333333333336,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,1.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,43195.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2018,peterborough this week,both,42752.666666666664,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,42752.666666666664,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,1.0,0.0,1.0,1.0,1.0
peterborough this week,Friday,41715.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2019,peterborough this week,both,42145.0,Friday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,42145.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],352.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,45970.0,3.91,335.0,1160.0,10.0,175.0,10.0,2013,peterborough this week,both,46050.0,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,46050.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,45794.0,4.28,1160.0,1160.0,10.0,161.0,10,2014,peterborough this week,both,45686.0,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,45686.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,45276.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2015,peterborough this week,both,44901.0,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,44901.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,45043.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2016,peterborough this week,both,44528.0,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,44528.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,44528.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2017,peterborough this week,both,43740.333333333336,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,43740.333333333336,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,1.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,43797.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2018,peterborough this week,both,42952.666666666664,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,42952.666666666664,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,1.0,0.0,1.0,1.0,1.0
peterborough this week,Wednesday,42182.0,4.28,1160.0,1160.0,10.0,161.0,10.0,2019,peterborough this week,both,42165.0,Wednesday,T,peterborough,peterborough this week,metroland media group ltd.,0.0,ON,42165.0,metroland media group ltd.,"['peterborough ,ON, Canada']",81032.0,78777.0,2.9,36785.0,34710.0,1261.2,64.25,43.5,66790.0,11300.0,19685.0,35805.0,920.0,13385.0,66775.0,64460.0,30040.0,78530.0,70750.0,7085.0,"[(44.3048009, -78.3199496)]",,,,,,0.0,peterborough,['Peterborough'],353.0,294.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
petrolia topic,Wednesday,1404.0,0.73,118.0,353.0,9.0,160.0,3.0,2013,petrolia topic,both,0.0,Wednesday,T,petrolia,petrolia topic,sun media corporation,1309.0,ON,1309.0,sun media corporation,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0,"[(42.882002, -82.149582)]",,,,,,0.0,petrolia,['Petrolia'],354.0,295.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
petrolia topic,Wednesday,1309.0,0.73,118.0,353.0,9.0,160.0,3,2014,petrolia topic,both,0.0,Wednesday,T,petrolia,petrolia topic,sun media corporation,1017.5,ON,1017.5,sun media corporation,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0,"[(42.882002, -82.149582)]",,,,,,0.0,petrolia,['Petrolia'],354.0,295.0,0.0,both,2013.0,1.0,1.0,0.0,1.0,1.0
petrolia topic,Wednesday,1309.0,0.57,118.0,353.0,9.0,160.0,3.0,2015,petrolia topic,both,0.0,Wednesday,T,petrolia,petrolia topic,sun media corporation,726.0,ON,726.0,sun media corporation,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0,"[(42.882002, -82.149582)]",,,,,,0.0,petrolia,['Petrolia'],354.0,295.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
petrolia topic,Wednesday,726.0,0.53,118.0,234.0,9.0,160.0,3.0,2016,petrolia topic,both,0.0,Wednesday,T,petrolia,petrolia topic,sun media corporation,726.0,ON,726.0,postmedia network inc.,"['petrolia ,ON, Canada']",5742.0,5528.0,3.9,2323.0,2277.0,452.8,12.68,42.8,4405.0,765.0,1325.0,2315.0,75.0,545.0,4480.0,4310.0,35176.0,5500.0,5210.0,280.0,"[(42.882002, -82.149582)]",,,,,,0.0,petrolia,['Petrolia'],354.0,295.0,0.0,both,2013.0,1.0,1.0,0.0,1.0,1.0
