,AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year
1552,sarnia lambton county this week,Thursday,39476,1.34,,469.0,10.0,160.0,10.0,2019
1553,sault ste. marie this week,Wednesday,30800,1.59,327.0,648.0,9.0,160.0,3.0,2013
1554,sault ste. marie this week,Wednesday,30800,1.59,327.0,648.0,9.0,160.0,3,2014
1555,sault ste. marie this week,Thursday,30800,1.64,335.0,665.0,9.0,160.0,3.0,2015
1556,sault ste. marie this week,Thursday,30800,1.67,,678.0,9.0,160.0,3.0,2016
1557,sault ste. marie this week,Thursday,31122,1.72,,688.0,9.0,160.0,3.0,2017
1558,sault ste. marie this week,Thursday,31122,1.78,,706.0,10.0,287.0,10.0,2018
1559,sault ste. marie this week,Thursday,31122,1.84,,706.0,10.0,287.0,10.0,2019
1560,scarborough mirror,Thursday/Friday,117124,8.18,335.0,1160.0,10.0,175.0,10.0,2013
1561,scarborough mirror,Thursday/Friday,117124,8.18,335.0,1160.0,10.0,175.0,10.0,2013
1562,scarborough mirror,Thursday,119652,8.93,1160.0,1160.0,10.0,161.0,10,2014
1563,scarborough mirror,Thursday,118432,8.93,1160.0,1160.0,10.0,161.0,10.0,2015
1564,scarborough mirror,Thursday,121745,8.93,,1160.0,10.0,161.0,10.0,2016
1565,scarborough mirror,Thursday,123762,8.93,,1160.0,10.0,161.0,10.0,2017
1566,scarborough mirror,Thursday,122607,9.2,,1160.0,10.0,161.0,10.0,2018
1567,scarborough mirror,Thursday,120372,9.2,,1160.0,10.0,161.0,10.0,2019
1568,seaforth huron expositor,Wednesday,1658,0.73,88.0,353.0,9.0,160.0,3.0,2013
1569,seaforth huron expositor,Wednesday,1461,0.72,88.0,353.0,9.0,160.0,3,2014
1570,seaforth huron expositor,Wednesday,1394,0.73,88.0,353.0,9.0,160.0,3.0,2015
1571,seaforth huron expositor,Wednesday,1316,0.73,,353.0,9.0,160.0,3.0,2016
1572,seaforth huron expositor,Wednesday,1269,0.73,,353.0,9.0,160.0,3.0,2017
1573,seaforth huron expositor,Wednesday,1082,0.73,,353.0,9.0,160.0,3.0,2018
1574,seaforth huron expositor,Wednesday,1082,0.66,,353.0,10.0,160.0,10.0,2019
1575,shelburne free press,Thursday,1572,0.82,353.0,353.0,6.0,301.0,1.0,2013
1576,shelburne free press,Thursday,3454,0.82,353.0,353.0,6.0,301.0,1,2014
1577,shelburne free press,Thursday,3454,0.62,353.0,353.0,8.0,300.0,,2015
1578,shelburne free press,Thursday,3454,0.62,,353.0,8.0,300.0,9.0,2016
1579,shelburne free press,Thursday,3454,0.62,,353.0,8.0,300.0,9.0,2017
1580,shelburne free press,Thursday,3454,0.62,,353.0,8.0,300.0,9.0,2018
1581,shelburne free press,Thursday,3454,0.62,,353.0,8.0,300.0,9.0,2019
1582,simcoe times reformer,Wednesday,18726,1.37,176.0,529.0,10.0,301.0,3.0,2013
1583,simcoe times reformer,Wednesday,18726,1.37,176.0,529.0,10.0,301.0,3,2014
1584,simcoe times reformer,Wednesday,18726,1.37,176.0,529.0,10.0,287.0,3.0,2015
1585,simcoe times reformer,Wednesday,18726,1.37,,529.0,10.0,287.0,3.0,2016
1586,simcoe times reformer,Wednesday,18726,1.39,,529.0,10.0,287.0,10.0,2017
1587,simcoe times reformer,Wednesday,18726,1.39,,529.0,10.0,287.0,10.0,2018
1588,simcoe times reformer,Wednesday,18726,1.39,,529.0,10.0,287.0,10.0,2019
1589,sioux lookout bulletin,Wednesday,4500,0.92,206.0,479.0,6.0,215.0,5.0,2013
1590,sioux lookout bulletin,Wednesday,4469,0.92,247.0,247.0,6.0,215.0,5,2014
1591,sioux lookout bulletin,Wednesday,4459,0.93,252.0,252.0,6.0,215.0,5.0,2015
1592,sioux lookout bulletin,Wednesday,4463,0.94,,253.0,6.0,215.0,5.0,2016
1593,sioux lookout bulletin,Wednesday,4463,0.96,,259.0,6.0,215.0,5.0,2017
1594,sioux lookout bulletin,Wednesday,4397,0.99,,264.0,6.0,215.0,5.0,2018
1595,sioux lookout bulletin,Wednesday,4397,1.01,,272.0,6.0,215.0,5.0,2019
1596,sioux lookout wawatay news,Thursday,7439,0.89,153.0,341.0,6.0,218.0,5.0,2013
1597,sioux lookout wawatay news,Thursday,9043,0.89,153.0,341.0,6.0,218.0,5,2014
1598,sioux lookout wawatay news,Monthly,4500,0.99,,353.0,6.0,218.0,5.0,2016
1599,sioux lookout wawatay news,Monthly,4500,1.06,,365.0,6.0,218.0,5.0,2017
1600,sioux lookout wawatay news,Monthly,5450,1.06,,347.0,6.0,218.0,5.0,2018
1601,sioux lookout wawatay news,Monthly,5450,1.06,,347.0,6.0,218.0,5.0,2019
1602,smiths falls record news,Thursday,11010,0.97,335.0,1160.0,6.0,218.0,5.0,2013
1603,smiths falls record news,Thursday,11726,0.68,1160.0,1160.0,10.0,189.0,10,2014
1604,smiths falls record news,Thursday,12215,0.79,1160.0,1160.0,10.0,161.0,10.0,2015
1605,smiths falls record news,Thursday,12186,0.79,,1160.0,10.0,161.0,10.0,2016
1606,smiths falls record news,Thursday,11887,0.79,,1160.0,10.0,161.0,10.0,2017
1607,smiths falls record news,Thursday,11515,0.79,,1160.0,10.0,161.0,10.0,2018
1608,smiths falls record news,Thursday,11484,0.79,,1160.0,10.0,161.0,10.0,2019
1609,south bruce independent extra,Thursday,7325,0.86,,382.0,6.0,217.0,5.0,2017
1610,south bruce independent extra,Thursday,7325,0.86,,382.0,6.0,217.0,5.0,2018
1611,south bruce independent extra,Thursday,7325,0.86,,382.0,6.0,217.0,5.0,2019
1612,south bruce weekender,Thursday,15102,0.86,159.0,382.0,6.0,217.0,5,2014
1613,south bruce weekender,Thursday,7325,0.86,159.0,382.0,6.0,217.0,5.0,2015
1614,south bruce weekender,Thursday,7325,0.86,,382.0,6.0,217.0,5.0,2016
1615,st. lawrence news,Thursday,28330,1.39,335.0,1160.0,6.0,218.0,5.0,2013
1616,st. marys independent,Friday,4200,0.94,,176.0,6.0,176.0,5.0,2016
1617,st. marys independent,Friday,4200,0.94,,176.0,6.0,176.0,5.0,2017
1618,st. marys independent,Friday,4392,0.94,,176.0,6.0,176.0,5.0,2018
1619,st. marys independent,Thursday,4392,0.99,,186.0,6.0,176.0,5.0,2019
1620,st. marys journal argus,Wednesday,2128,0.86,335.0,1160.0,10.0,175.0,10.0,2013
1621,st. marys journal argus,Wednesday,1979,0.93,1160.0,1160.0,10.0,161.0,10,2014
1622,st. marys journal argus,Wednesday,1833,0.93,1160.0,1160.0,10.0,161.0,10.0,2015
1623,st. marys journal argus,Wednesday,1670,0.93,,1160.0,10.0,161.0,10.0,2016
1624,st. marys journal argus,Wednesday,1464,0.93,,1160.0,10.0,161.0,10.0,2017
1625,st. marys journal argus weekender,Thursday,6886,1.05,335.0,1160.0,10.0,175.0,10.0,2013
1626,st. marys journal argus weekender,Thursday,7022,1.14,1160.0,1160.0,10.0,161.0,10,2014
1627,st. marys journal argus weekender,Thursday,6994,1.14,1160.0,1160.0,10.0,161.0,10.0,2015
1628,st. marys journal argus weekender,Thursday,7165,1.14,,1160.0,10.0,161.0,10.0,2016
1629,st. marys journal argus weekender,Thursday,7165,1.14,,1160.0,10.0,161.0,10.0,2017
1630,st. thomas elgin weekly news,Thursday,30369,0.8,,,10.0,175.0,10.0,2013
1631,st. thomas elgin weekly news,Thursday,29835,0.92,1160.0,1160.0,10.0,161.0,10,2014
1632,st. thomas elgin weekly news,Thursday,30440,0.92,1160.0,1160.0,10.0,161.0,10.0,2015
1633,st. thomas elgin weekly news,Thursday,30515,0.92,,1160.0,10.0,161.0,10.0,2016
1634,st. thomas elgin weekly news,Thursday,30393,0.92,,1160.0,10.0,161.0,10.0,2017
1635,stirling central hastings news,Thursday,11564,0.98,1160.0,1160.0,10.0,189.0,10,2014
1636,stirling central hastings news,Thursday,11155,1.16,1160.0,1160.0,10.0,161.0,10.0,2015
1637,stirling northeast emc,Thursday,11559,1.13,335.0,1160.0,6.0,218.0,5.0,2013
1638,stittsville news,Thursday,12363,0.91,335.0,1160.0,6.0,218.0,5.0,2013
1639,stittsville news,Thursday,12563,0.64,1160.0,1160.0,10.0,189.0,10,2014
1640,stittsville news,Thursday,13217,0.75,1160.0,1160.0,10.0,161.0,10.0,2015
1641,stittsville news,Thursday,13446,0.75,,1160.0,10.0,161.0,10.0,2016
1642,stittsville news,Thursday,13712,0.75,,1160.0,10.0,161.0,10.0,2017
1643,stoney creek news,Thursday,29900,2.5,335.0,1160.0,10.0,175.0,10.0,2013
1644,stoney creek news,Thursday,29928,2.73,1160.0,1160.0,10.0,161.0,10,2014
1645,stoney creek news,Thursday,30604,2.73,1160.0,1160.0,10.0,161.0,10.0,2015
1646,stoney creek news,Thursday,29930,2.73,,1160.0,10.0,161.0,10.0,2016
1647,stoney creek news,Thursday,29932,2.73,,1160.0,10.0,161.0,10.0,2017
1648,stoney creek news,Thursday,29931,2.73,,1160.0,10.0,161.0,10.0,2018
1649,stoney creek news,Thursday,29943,2.73,,1160.0,10.0,161.0,10.0,2019
1650,stouffville sun tribune,Thursday/Saturday,12300,1.61,335.0,1160.0,10.0,175.0,10.0,2013
1651,stouffville sun tribune,Thursday/Saturday,12300,1.61,335.0,1160.0,10.0,175.0,10.0,2013
1652,stouffville sun tribune,Thursday,13083,1.75,1160.0,1160.0,10.0,161.0,10,2014
1653,stouffville sun tribune,Thursday,13537,1.75,1160.0,1160.0,10.0,161.0,10.0,2015
1654,stouffville sun tribune,Thursday,13555,1.75,,1160.0,10.0,161.0,10.0,2016
1655,stouffville sun tribune,Thursday,14097,1.75,,1160.0,10.0,161.0,10.0,2017
1656,stouffville sun tribune,Thursday,14097,1.75,,1160.0,10.0,161.0,10.0,2018
1657,stouffville sun tribune,Thursday,14074,1.75,,1160.0,10.0,161.0,10.0,2019
1658,stratford gazette,Thursday,19549,1.53,335.0,1160.0,10.0,175.0,10.0,2013
1659,stratford gazette,Thursday,19584,1.66,1160.0,1160.0,10.0,161.0,10,2014
1660,stratford gazette,Thursday,16583,1.66,1160.0,1160.0,10.0,161.0,10.0,2015
1661,stratford gazette,Thursday,19977,1.66,,1160.0,10.0,161.0,10.0,2016
1662,stratford gazette,Thursday,19855,1.66,,1160.0,10.0,161.0,10.0,2017
1663,strathroy age dispatch,Thursday,2263,1.08,128.0,469.0,9.0,160.0,3.0,2013
1664,strathroy age dispatch,Thursday,2066,1.08,128.0,469.0,9.0,160.0,3,2014
1665,strathroy age dispatch,Thursday,1480,1.08,118.0,352.0,9.0,160.0,3.0,2015
1666,strathroy age dispatch,Thursday,843,0.99,,352.0,9.0,160.0,3.0,2016
1667,strathroy age dispatch,Thursday,843,0.99,,352.0,9.0,160.0,3.0,2017
1668,strathroy age dispatch,Thursday,843,0.99,,352.0,10.0,160.0,10.0,2018
1669,strathroy middlesex age dispatch,Thursday,15150,0.99,,352.0,10.0,160.0,10.0,2019
1670,sturgeon falls west nipissing tribune,Wednesday,2275,0.91,247.0,553.0,6.0,196.0,5.0,2013
1671,sturgeon falls west nipissing tribune,Wednesday,1959,0.91,247.0,553.0,6.0,196.0,5,2014
1672,sturgeon falls west nipissing tribune,Wednesday,1931,0.91,247.0,553.0,6.0,196.0,5.0,2015
1673,sturgeon falls west nipissing tribune,Wednesday,1912,0.91,,553.0,6.0,196.0,5.0,2016
1674,sturgeon falls west nipissing tribune,Wednesday,1764,0.91,,412.0,6.0,196.0,5.0,2017
1675,sturgeon falls west nipissing tribune,Wednesday,1692,1.02,,412.0,6.0,196.0,5.0,2018
1676,sturgeon falls west nipissing tribune,Wednesday,1639,1.02,,412.0,6.0,196.0,5.0,2019
1677,sudbury northern life,Thursday,47620,2.47,361.0,722.0,9.0,196.0,3.0,2013
1678,sudbury northern life,Tuesday,38599,2.47,361.0,722.0,9.0,196.0,3.0,2013
1679,sudbury northern life,Thursday,47465,2.47,361.0,722.0,9.0,196.0,3,2014
1680,sudbury northern life,Tuesday,38479,2.47,361.0,722.0,9.0,196.0,3,2014
1681,sudbury northern life,Thursday,47136,2.47,361.0,722.0,9.0,196.0,3.0,2015
1682,sudbury northern life,Tuesday,38255,2.47,361.0,722.0,9.0,196.0,3.0,2015
1683,sudbury northern life,Thursday,46426,2.47,,722.0,9.0,196.0,3.0,2016
1684,sudbury northern life,Tuesday,37600,2.47,,722.0,9.0,196.0,3.0,2016
1685,sudbury northern life,Thursday,45133,2.79,,722.0,8.0,196.0,6.0,2017
1686,sudbury northern life,Thursday,44194,2.79,,722.0,8.0,196.0,6.0,2018
1687,sudbury northern life,Thursday,44106,2.79,,722.0,8.0,196.0,6.0,2019
1688,tavistock gazette,Wednesday,1261,0.66,147.0,147.0,6.0,192.0,5.0,2013
1689,tavistock gazette,Wednesday,1244,0.68,147.0,147.0,6.0,192.0,5,2014
1690,tavistock gazette,Wednesday,1241,0.71,147.0,147.0,6.0,192.0,5.0,2015
1691,tavistock gazette,Wednesday,1239,0.72,,147.0,6.0,192.0,5.0,2016
1692,tavistock gazette,Wednesday,1208,0.73,,147.0,6.0,192.0,5.0,2017
1693,tavistock gazette,Wednesday,1170,0.74,,147.0,6.0,192.0,5.0,2018
1694,tavistock gazette,Wednesday,1168,0.75,,147.0,6.0,192.0,5.0,2019
1695,tecumseh shoreline week,Friday,17000,1.34,129.0,388.0,6.0,204.0,5.0,2013
1696,tecumseh shoreline week,Friday,17312,1.34,129.0,388.0,6.0,204.0,5,2014
1697,tecumseh shoreline week,Friday,17312,1.41,136.0,408.0,6.0,204.0,5.0,2015
1698,tecumseh shoreline week,Friday,17312,1.41,,408.0,6.0,204.0,5.0,2016
1699,tecumseh shoreline week,Friday,17312,1.48,,428.0,6.0,204.0,5.0,2017
1700,tecumseh shoreline week,Friday,17362,1.62,,428.0,6.0,204.0,5.0,2018
1701,tecumseh shoreline week,Friday,17362,1.62,,428.0,6.0,287.0,5.0,2019
1702,terrace bay schreiber news,Tuesday,352,1.13,212.0,412.0,5.0,224.0,4.0,2013
1703,terrace bay schreiber news,Tuesday,352,1.15,212.0,412.0,5.0,224.0,4,2014
1704,terrace bay schreiber news,Tuesday,324,1.15,212.0,412.0,5.0,224.0,4.0,2015
1705,terrace bay schreiber news,Tuesday,325,1.15,,412.0,5.0,224.0,4.0,2016
1706,terrace bay schreiber news,Tuesday,325,1.15,,412.0,5.0,224.0,4.0,2017
1707,terrace bay schreiber news,Tuesday,291,1.15,,412.0,5.0,224.0,4.0,2018
1708,terrace bay schreiber news,Tuesday,291,1.15,,412.0,5.0,224.0,4.0,2019
1709,thamesville herald,Wednesday,755,0.49,88.0,176.0,6.0,224.0,5.0,2013
1710,thamesville herald,Wednesday,742,0.49,88.0,176.0,6.0,224.0,5,2014
1711,thamesville herald,Wednesday,685,0.49,88.0,176.0,6.0,224.0,5.0,2015
1712,thamesville herald,Wednesday,627,0.51,,88.0,6.0,224.0,5.0,2016
1713,thamesville herald,Wednesday,594,0.41,,,9.0,192.0,3.0,2017
1714,thamesville herald,Wednesday,814,0.41,,353.0,9.0,192.0,3.0,2018
1715,thamesville herald,Wednesday,814,0.41,,353.0,9.0,192.0,3.0,2019
1716,thessalon north shore sentinel,Wednesday,2089,0.71,118.0,353.0,6.0,205.0,5.0,2013
1717,thessalon north shore sentinel,Wednesday,2104,0.71,118.0,118.0,6.0,205.0,5,2014
1718,thessalon north shore sentinel,Wednesday,1901,0.71,118.0,118.0,6.0,161.0,5.0,2015
1719,thessalon north shore sentinel,Wednesday,1824,0.71,,118.0,6.0,161.0,5.0,2016
1720,thessalon north shore sentinel,Wednesday,1896,0.71,,118.0,6.0,161.0,5.0,2017
1721,thessalon north shore sentinel,Wednesday,1613,0.71,,118.0,6.0,161.0,5.0,2018
1722,thessalon north shore sentinel,Wednesday,1613,0.71,,118.0,6.0,161.0,5.0,2019
1723,thorold niagara news,Wednesday,7276,0.53,88.0,206.0,9.0,160.0,3.0,2013
1724,thorold niagara news,Thursday,7275,0.53,88.0,206.0,9.0,160.0,3,2014
1725,thorold niagara news,Thursday,7275,0.53,88.0,206.0,9.0,160.0,3.0,2015
1726,thorold niagara news,Thursday,7129,0.53,,206.0,9.0,160.0,3.0,2016
1727,thorold niagara news,Thursday,7131,0.53,,206.0,9.0,160.0,3.0,2017
1728,thunder bay source,Friday,43740,1.75,184.0,404.0,9.0,157.0,3.0,2013
1729,thunder bay source,Thursday,43740,1.75,184.0,404.0,9.0,157.0,3,2014
1730,thunder bay source,Thursday,43740,1.75,184.0,404.0,9.0,157.0,3.0,2015
1731,thunder bay source,Thursday,43739,1.75,,404.0,9.0,157.0,3.0,2016
1732,thunder bay source,Thursday,43740,1.75,,404.0,9.0,157.0,3.0,2017
1733,thunder bay source,Thursday,43717,1.75,,404.0,9.0,157.0,3.0,2018
1734,thunder bay source,Thursday,43170,1.75,,404.0,9.0,157.0,3.0,2019
1735,tilbury times,Tuesday,1101,0.85,129.0,388.0,6.0,204.0,5.0,2013
1736,tilbury times,Tuesday,1123,0.85,129.0,388.0,6.0,204.0,5,2014
1737,tilbury times,Tuesday,993,0.89,136.0,408.0,6.0,204.0,5.0,2015
1738,tilbury times,Tuesday,1113,0.89,,408.0,6.0,204.0,5.0,2016
1739,tilbury times,Tuesday,913,0.94,,428.0,6.0,204.0,5.0,2017
1740,tilbury times,Tuesday,910,1.04,,428.0,6.0,204.0,5.0,2018
1741,tilbury times,Tuesday,1078,1.04,,428.0,6.0,287.0,5.0,2019
1742,tilbury wheatley this week,Thursday,9277,0.74,59.0,141.0,9.0,160.0,3.0,2013
1743,tilbury wheatley this week,Thursday,9277,0.74,59.0,141.0,9.0,160.0,3,2014
1744,tillsonburg independent news,Wednesday,9844,1.15,186.0,556.0,10.0,301.0,3.0,2013
1745,tillsonburg independent news,Wednesday,9744,1.15,186.0,556.0,10.0,287.0,3.0,2015
1746,tillsonburg independent news,Wednesday,9594,1.15,,556.0,10.0,287.0,3.0,2016
1747,tillsonburg independent news,Wednesday,9594,1.18,,556.0,10.0,287.0,10.0,2017
1748,tillsonburg independent news,Wednesday,10355,1.19,,556.0,10.0,287.0,10.0,2018
1749,tillsonburg independent news,Wednesday,10355,1.19,,556.0,10.0,287.0,10.0,2019
1750,tillsonburg news,Friday,2000,1.05,186.0,556.0,10.0,287.0,3.0,2015
1751,tillsonburg news,Friday,1559,1.05,,556.0,10.0,287.0,3.0,2016
1752,tillsonburg news,Friday,1559,1.07,,556.0,10.0,287.0,10.0,2017
1753,tillsonburg news,Friday,1173,1.08,,556.0,10.0,287.0,10.0,2018
1754,tillsonburg news,Friday,1173,1.08,,556.0,10.0,287.0,10.0,2019
1755,timmins times,Thursday,16478,1.42,128.0,386.0,9.0,160.0,3.0,2013
1756,timmins times,Thursday,16325,1.42,128.0,386.0,9.0,160.0,3,2014
1757,timmins times,Thursday,16325,1.42,128.0,386.0,9.0,160.0,3.0,2015
1758,timmins times,Thursday,16325,1.42,,386.0,9.0,160.0,3.0,2016
1759,timmins times,Thursday,17900,1.42,,386.0,9.0,160.0,3.0,2017
1760,timmins times,Thursday,17900,1.42,,386.0,9.0,160.0,3.0,2018
1761,timmins times,Thursday,17900,1.42,,386.0,10.0,160.0,10.0,2019
1762,toronto aaj kaal,Friday,8000,1.18,118.0,471.0,5.0,220.0,-,2014
1763,toronto aaj kaal,Friday,8000,1.18,235.0,235.0,5.0,220.0,,2015
1764,toronto bloor west parkdale liberty villager,Thursday,57907,,250.0,,10.0,175.0,,2013
1765,toronto bloor west parkdale neighbourhood voice,Thursday,39877,3.48,,1160.0,10.0,161.0,10.0,2019
1766,toronto bloor west parkdale villager,Thursday,40630,3.48,,1160.0,10.0,161.0,10.0,2018
1767,toronto bloor west villager,Thursday,33173,2.9,1160.0,1160.0,10.0,161.0,10,2014
1768,toronto bloor west villager,Thursday,33602,2.9,1160.0,1160.0,10.0,161.0,10.0,2015
1769,toronto bloor west villager,Thursday,34614,2.9,,1160.0,10.0,161.0,10.0,2016
1770,toronto bloor west villager,Thursday,34154,2.9,,1160.0,10.0,161.0,10.0,2017
1771,toronto can india news,Friday,35482,2.17,600.0,600.0,6.0,217.0,5,2014
1772,toronto can india news,Friday,35482,2.24,600.0,600.0,6.0,217.0,5.0,2015
1773,toronto can india news,Friday,36013,2.29,,659.0,6.0,217.0,5.0,2016
1774,toronto caribbean,Wednesday,15000,0.65,118.0,118.0,4.0,182.0,8,2014
1775,toronto caribbean,Wednesday,15000,0.65,118.0,118.0,4.0,182.0,8.0,2015
1776,toronto city centre mirror,Thursday,45540,4.34,335.0,1160.0,10.0,175.0,10.0,2013
1777,toronto city centre mirror,Thursday,46701,4.74,1160.0,1160.0,10.0,161.0,10,2014
1778,toronto city centre mirror,Thursday,47154,4.74,1160.0,1160.0,10.0,161.0,10.0,2015
1779,toronto city centre mirror,Thursday,48704,4.74,,1160.0,10.0,161.0,10.0,2016
1780,toronto city centre mirror,Thursday,28400,4.74,,1160.0,10.0,161.0,10.0,2017
1781,toronto city centre mirror,Thursday,26390,4.88,,1160.0,10.0,161.0,10.0,2018
1782,toronto city centre york neighbourhood voice,Thursday,44726,4.88,,1160.0,10.0,161.0,10.0,2019
1783,toronto community news,Thursday,480800,35.02,2680.0,9280.0,10.0,175.0,10.0,2013
1784,toronto correio da manha,Tuesday,15242,2.64,147.0,529.0,6.0,180.0,-,2014
1785,toronto correio da manha,Tuesday,15242,2.64,147.0,529.0,6.0,180.0,,2015
1786,toronto correio da manha,Tuesday,15242,2.64,,529.0,6.0,180.0,,2016
1787,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2017
1788,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2017
1789,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2018
1790,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2018
1791,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2019
1792,toronto correio da manha,Tuesday/Friday,17800,2.64,,529.0,6.0,180.0,,2019
1793,toronto correo canadiense,Wednesday,20000,2.64,147.0,529.0,10.0,200.0,,2013
1794,toronto correo canadiense,Thursday,20000,2.64,147.0,529.0,6.0,180.0,-,2014
1795,toronto correo canadiense,Friday,20000,2.64,147.0,529.0,6.0,180.0,,2015
1796,toronto correo canadiense,Friday,20000,2.64,,529.0,6.0,180.0,,2016
1797,toronto correo canadiense,Thursday,20000,2.64,,529.0,6.0,180.0,,2017
1798,toronto correo canadiense,Thursday,20000,2.64,,529.0,6.0,180.0,,2018
1799,toronto correo canadiense,Thursday,20000,2.64,,529.0,6.0,180.0,,2019
1800,toronto diversity reporter,Wednesday,21306,3.21,362.0,362.0,4.0,220.0,8,2014
1801,toronto diversity reporter,Wednesday,21308,3.21,362.0,362.0,4.0,220.0,8.0,2015
1802,toronto diversity reporter,Wednesday,21308,3.21,,362.0,4.0,220.0,8.0,2016
1803,toronto diversity reporter,Wednesday,21308,3.21,,362.0,4.0,220.0,8.0,2017
1804,toronto diversity reporter,Wednesday,21308,3.21,,362.0,4.0,220.0,8.0,2018
1805,toronto diversity reporter,Wednesday,21308,3.21,,362.0,4.0,220.0,8.0,2019
1806,toronto downtown bulletin,Monthly,75986,5.52,,,6.0,275.0,5.0,2013
1807,toronto downtown bulletin,Monthly,72920,5.52,,,6.0,275.0,5,2014
1808,toronto express l,Tuesday,20000,1.97,176.0,529.0,12.0,300.0,-,2014
1809,toronto express l,Tuesday,20000,1.97,176.0,529.0,12.0,300.0,,2015
1810,toronto express l,Tuesday,20000,1.97,,529.0,12.0,300.0,,2016
1811,toronto express l,Tuesday,20000,1.97,,529.0,12.0,300.0,,2017
1812,toronto forest hill town crier,Monthly,20700,3.53,176.0,588.0,6.0,192.0,9.0,2013
1813,toronto ghanaian news,Monthly,9929,0.72,470.0,470.0,6.0,217.0,5,2014
1814,toronto ghanaian news,Monthly,9929,0.72,470.0,470.0,6.0,217.0,5.0,2015
1815,toronto ghanaian news,Monthly,12447,0.72,,470.0,6.0,217.0,5.0,2016
1816,toronto kanadai amerikai magyarsag,Saturday,2054,1.05,100.0,100.0,8.0,290.0,5.0,2013
1817,toronto kanadai amerikai magyarsag,Saturday,1883,1.05,100.0,100.0,8.0,290.0,5,2014
1818,toronto kanadai amerikai magyarsag,Saturday,1835,1.05,100.0,100.0,8.0,290.0,5.0,2015
1819,toronto kanadai amerikai magyarsag,Saturday,1965,1.05,,100.0,8.0,290.0,5.0,2016
1820,toronto kanadai amerikai magyarsag,Saturday,1896,1.05,,100.0,8.0,290.0,5.0,2017
1821,toronto kanadai amerikai magyarsag,Saturday,1771,1.05,,100.0,8.0,290.0,5.0,2018
1822,toronto kanadai amerikai magyarsag,Saturday,1665,1.05,,100.0,8.0,290.0,5.0,2019
1823,toronto leaside rosedale town crier,Monthly,19750,3.53,176.0,588.0,6.0,192.0,9.0,2013
1824,toronto north toronto town crier,Monthly,20700,3.53,176.0,588.0,6.0,192.0,9.0,2013
1825,toronto nove ilhas,Tuesday,15242,2.64,147.0,529.0,10.0,200.0,,2013
1826,toronto now,Thursday,105440,6005.0,530.0,1615.0,5.0,158.0,,2013
1827,toronto now,Thursday,105440,6245.0,530.0,1615.0,5.0,158.0,-,2014
1828,toronto now,Thursday,105440,,,,5.0,158.0,,2015
1829,toronto now,Thursday,105440,,,,5.0,158.0,,2016
1830,toronto now,Thursday,96915,,,,5.0,158.0,,2017
1831,toronto now,Thursday,93765,,,,5.0,158.0,,2018
1832,toronto now,Thursday,85645,,,,5.0,158.0,,2019
1833,toronto parkdale liberty villager,Thursday,24298,2.13,335.0,1160.0,10.0,175.0,10.0,2013
1834,toronto parkdale liberty villager,Thursday,24335,2.32,1160.0,1160.0,10.0,161.0,10,2014
1835,toronto parkdale liberty villager,Thursday,24366,2.32,1160.0,1160.0,10.0,161.0,10.0,2015
1836,toronto parkdale liberty villager,Thursday,24997,2.32,,1160.0,10.0,161.0,10.0,2016
1837,toronto parkdale liberty villager,Thursday,12901,2.32,,1160.0,10.0,161.0,10.0,2017
1838,toronto russian express,Friday,9000,0.82,229.0,229.0,5.0,215.0,4,2014
1839,toronto russian express,Friday,9000,0.82,229.0,229.0,5.0,215.0,4.0,2015
1840,toronto russian express,Friday,9000,0.82,,229.0,5.0,215.0,4.0,2016
1841,toronto russian express,Friday,9000,0.82,,229.0,5.0,215.0,4.0,2017
1842,toronto russian express,Friday,9000,0.82,,229.0,5.0,215.0,4.0,2018
1843,toronto russian express,Friday,9000,0.82,,229.0,5.0,215.0,4.0,2019
1844,toronto salam toronto,Thursday,7700,1.37,141.0,0.0,4.0,203.0,8.0,2013
1845,toronto salam toronto,Thursday,7400,1.37,141.0,,4.0,203.0,8,2014
1846,toronto salam toronto,Thursday,7400,1.37,141.0,,4.0,203.0,8.0,2015
1847,toronto salam toronto,Thursday,7400,1.37,,,4.0,203.0,8.0,2016
1848,toronto salam toronto,Thursday,7400,1.39,,,4.0,203.0,8.0,2017
1849,toronto salam toronto,Thursday,7400,1.42,,,4.0,203.0,8.0,2018
1850,toronto salam toronto,Thursday,7400,1.47,,,4.0,203.0,8.0,2019
1851,toronto sunday times,Thursday,30500,1.18,235.0,471.0,8.0,294.0,5.0,2013
1852,toronto sunday times,Thursday,30500,1.18,235.0,471.0,8.0,294.0,5,2014
1853,toronto sunday times,Thursday,30500,1.18,235.0,471.0,8.0,294.0,5.0,2015
1854,toronto sunday times,Thursday,30500,1.18,,471.0,8.0,294.0,5.0,2016
1855,toronto sunday times,Thursday,30500,1.18,,471.0,8.0,294.0,5.0,2017
1856,toronto sunday times,Thursday,30500,1.18,,471.0,8.0,294.0,5.0,2018
