index,ID,Year,FreeCirculation,TotalCirculation,PaidCirculation,Swap2017Affected,Owner,AdvCirc,NatlLineRate,SpotColour,ProcessColour,MarketAndNewspaper,AdvNewspaper,Newspaper,CSDs,Year_only
775,510.0,2015,83938.0,83938.0,0.0,0.0,metroland media group ltd.,83416.0,5.94,1160.0,1160.0,richmond hill thornhill the liberal,richmond hill thornhill liberal,the liberal,"['Vaughan', 'Richmond Hill']",2015
936,510.0,2016,66867.33333333333,66867.33333333333,0.0,0.0,,83626.33333333333,5.94,1160.0,1160.0,,,,,2016
937,510.0,2017,49796.666666666664,49796.666666666664,0.0,0.0,,83836.66666666667,5.94,1160.0,1160.0,,,,,2017
776,510.0,2018,32726.0,32726.0,0.0,0.0,metroland media group ltd.,84047.0,5.94,1160.0,1160.0,richmond hill thornhill the liberal,richmond hill thornhill liberal,the liberal,"['Vaughan', 'Richmond Hill']",2018
777,510.0,2019,84406.0,84406.0,0.0,0.0,metroland media group ltd.,84542.0,5.94,1160.0,1160.0,richmond hill thornhill the liberal,richmond hill thornhill liberal,the liberal,"['Vaughan', 'Richmond Hill']",2019
793,525.0,2015,13150.0,13150.0,0.0,0.0,metroland media group ltd.,12256.0,2.35,1160.0,1160.0,wasaga stayner the sun,wasaga stayner sun,the sun,"['Clearview', 'Wasaga Beach']",2015
794,525.0,2016,12507.0,12507.0,0.0,0.0,metroland media group ltd.,12507.0,2.35,1160.0,1160.0,wasaga stayner the sun,wasaga stayner sun,the sun,"['Clearview', 'Wasaga Beach']",2016
795,525.0,2017,13051.0,13051.0,0.0,0.0,metroland media group ltd.,12507.0,2.35,1160.0,1160.0,wasaga stayner the sun,wasaga stayner sun,the sun,"['Clearview', 'Wasaga Beach']",2017
796,525.0,2018,13019.0,13019.0,0.0,0.0,metroland media group ltd.,13051.0,2.35,1160.0,1160.0,wasaga stayner the sun,wasaga stayner sun,the sun,"['Clearview', 'Wasaga Beach']",2018
797,525.0,2019,13332.0,13332.0,0.0,0.0,metroland media group ltd.,13239.0,2.35,1160.0,1160.0,wasaga stayner the sun,wasaga stayner sun,the sun,"['Clearview', 'Wasaga Beach']",2019
816,546.0,2014,43740.0,43740.0,0.0,0.0,dougall media,43740.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2014
817,546.0,2015,43739.0,43739.0,0.0,0.0,dougall media,43740.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2015
818,546.0,2016,43740.0,43740.0,0.0,0.0,dougall media,43739.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2016
819,546.0,2017,43717.0,43717.0,0.0,0.0,dougall media,43740.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2017
820,546.0,2018,43438.0,43438.0,0.0,0.0,dougall media,43717.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2018
821,546.0,2019,39903.0,39903.0,0.0,0.0,dougall media,43170.0,1.75,184.0,404.0,thunder bay source,thunder bay source,thunder bay source,"['Thunder Bay', 'Unorganized']",2019
848,561.0,2013,13368.0,13368.0,0.0,1.0,sun media corporation,13399.0,0.85,118.0,294.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2013
849,561.0,2014,14100.0,14100.0,0.0,1.0,sun media corporation,13368.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2014
850,561.0,2015,14638.0,14638.0,0.0,1.0,sun media corporation,14119.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2015
851,561.0,2016,15114.0,15114.0,0.0,1.0,sun media corporation,14638.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2016
852,561.0,2017,15160.0,15160.0,0.0,1.0,postmedia network inc.,14992.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2017
853,561.0,2018,14835.0,14835.0,0.0,1.0,postmedia network inc.,15160.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2018
854,561.0,2019,14835.0,14835.0,0.0,1.0,postmedia network inc.,15160.0,0.58,176.0,176.0,trenton trentonian,trenton trentonian,trentonian,['Quinte West'],2019
862,564.0,2013,5000.0,5000.0,0.0,0.0,lynda powless,5000.0,1.59,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2013
863,564.0,2014,8750.0,8750.0,0.0,0.0,lynda powless,5000.0,1.59,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2014
864,564.0,2015,12500.0,12500.0,0.0,0.0,lynda powless,15000.0,1.59,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2015
865,564.0,2016,16250.0,16250.0,0.0,0.0,lynda powless,15000.0,1.81,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2016
866,564.0,2017,20000.0,20000.0,0.0,0.0,lynda powless,15000.0,1.81,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2017
867,564.0,2018,5000.0,5000.0,0.0,0.0,turtle island news publications,15000.0,1.88,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2018
868,564.0,2019,5000.0,5000.0,0.0,0.0,turtle island news publications,15000.0,1.88,182.0,776.0,ohsweken turtle island news,ohsweken turtle island news,turtle island news,['Six Nations'],2019
869,566.0,2013,9015.0,9015.0,0.0,0.0,metroland media group ltd.,10086.0,1.56,335.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2013
870,566.0,2014,9507.0,9507.0,0.0,0.0,metroland media group ltd.,9027.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2014
871,566.0,2015,8989.0,8989.0,0.0,0.0,metroland media group ltd.,9024.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2015
872,566.0,2016,8958.0,8958.0,0.0,0.0,metroland media group ltd.,8999.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2016
873,566.0,2017,8882.333333333334,8882.333333333334,0.0,0.0,metroland media group ltd.,8958.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2017
874,566.0,2018,8806.666666666666,8806.666666666666,0.0,0.0,metroland media group ltd.,8855.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2018
875,566.0,2019,8731.0,8731.0,0.0,0.0,metroland media group ltd.,8745.0,1.7,1160.0,1160.0,uxbridge timesjournal,uxbridge times journal,uxbridge timesjournal,['Uxbridge'],2019
876,568.0,2013,51540.0,51540.0,0.0,0.0,metroland media group ltd.,50813.0,3.13,335.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2013
877,568.0,2014,56533.0,56533.0,0.0,0.0,metroland media group ltd.,51864.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2014
878,568.0,2015,56991.0,56991.0,0.0,0.0,metroland media group ltd.,56533.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2015
879,568.0,2016,57814.0,57814.0,0.0,0.0,metroland media group ltd.,56971.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2016
880,568.0,2017,58002.666666666664,58002.666666666664,0.0,0.0,metroland media group ltd.,57814.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2017
881,568.0,2018,58191.333333333336,58191.333333333336,0.0,0.0,metroland media group ltd.,57814.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2018
882,568.0,2019,58380.0,58380.0,0.0,0.0,metroland media group ltd.,58413.0,3.41,1160.0,1160.0,vaughan citizen,vaughan citizen,vaughan citizen,['Vaughan'],2019
883,574.0,2016,29538.0,29538.0,0.0,0.0,metroland media group ltd.,30278.0,1.67,,1160.0,waterloo chronicle,waterloo chronicle,waterloo chronicle,['Waterloo'],2016
884,574.0,2017,30611.0,30611.0,0.0,0.0,metroland media group ltd.,29538.0,1.67,,1160.0,waterloo chronicle,waterloo chronicle,waterloo chronicle,['Waterloo'],2017
885,574.0,2018,30364.0,30364.0,0.0,0.0,metroland media group ltd.,30611.0,1.67,,1160.0,waterloo chronicle,waterloo chronicle,waterloo chronicle,['Waterloo'],2018
886,574.0,2019,30117.0,30117.0,0.0,0.0,metroland media group ltd.,30611.0,1.67,,1160.0,waterloo chronicle,waterloo chronicle,waterloo chronicle,['Waterloo'],2019
