,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs
738,31,Wednesday,B,2013,seaforth,huron expositor,sun media corporation,1509,ON,1540,sun media corporation,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
739,21,Wednesday,B,2014,seaforth,huron expositor,sun media corporation,1416,ON,1437,sun media corporation,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
740,23,Wednesday,B,2015,seaforth,huron expositor,sun media corporation,1366,ON,1389,sun media corporation,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
741,23,Wednesday,B,2016,seaforth,huron expositor,sun media corporation,1246,ON,1269,postmedia network inc.,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
742,16,Wednesday,B,2017,seaforth,huron expositor,postmedia network inc.,1111,ON,1127,postmedia network inc.,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
743,21,Wednesday,B,2018,seaforth,huron expositor,postmedia network inc.,1061,ON,1082,postmedia network inc.,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
744,20,Wednesday,B,2019,seaforth,huron expositor,postmedia network inc.,759,ON,779,postmedia network inc.,"['seaforth ,ON, Canada']",9138,9264,-1.4,3825,3630,13.7,669.22,41.4,7355,1870,2170,3315,130,705,7355,7140,33519,9000,8305,665,"[(43.5534328, -81.3934183)]",['Huron East']
745,0,Wednesday,T,2013,ignace,ignace driftwood,ignace driftwood,363,ON,363,ignace driftwood,"['ignace ,ON, Canada']",1202,1202,0,711,564,16.5,72.82,46.8,1010,350,265,400,25,80,1050,1010,30240,1190,1115,75,"[(49.41276, -91.654816)]",['Ignace']
746,10623,Wednesday,B,2013,port%20colborne,in port news,sun media corporation,0,ON,10623,sun media corporation,"['port colborne ,ON, Canada']",18306,18424,-0.6,9825,8018,150.1,121.96,46.5,15415,3440,4855,7115,200,1540,15415,14900,29977,17865,15985,1835,"[(42.8862392, -79.2513905)]",['Port Colborne']
747,10129,Wednesday,B,2014,port%20colborne,in port news,sun media corporation,0,ON,10129,sun media corporation,"['port colborne ,ON, Canada']",18306,18424,-0.6,9825,8018,150.1,121.96,46.5,15415,3440,4855,7115,200,1540,15415,14900,29977,17865,15985,1835,"[(42.8862392, -79.2513905)]",['Port Colborne']
748,9880,Wednesday,B,2015,port%20colborne,in port news,sun media corporation,0,ON,9880,sun media corporation,"['port colborne ,ON, Canada']",18306,18424,-0.6,9825,8018,150.1,121.96,46.5,15415,3440,4855,7115,200,1540,15415,14900,29977,17865,15985,1835,"[(42.8862392, -79.2513905)]",['Port Colborne']
749,9849,Wednesday,B,2016,port%20colborne,in port news,sun media corporation,0,ON,9849,postmedia network inc.,"['port colborne ,ON, Canada']",18306,18424,-0.6,9825,8018,150.1,121.96,46.5,15415,3440,4855,7115,200,1540,15415,14900,29977,17865,15985,1835,"[(42.8862392, -79.2513905)]",['Port Colborne']
750,9834,Wednesday,B,2017,port%20colborne,in port news,postmedia network inc.,0,ON,9834,postmedia network inc.,"['port colborne ,ON, Canada']",18306,18424,-0.6,9825,8018,150.1,121.96,46.5,15415,3440,4855,7115,200,1540,15415,14900,29977,17865,15985,1835,"[(42.8862392, -79.2513905)]",['Port Colborne']
751,17138,Friday,T,2014,barrhaven,independent,the morris group,0,ON,17138,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
752,3300,Friday,T,2014,st.%20marys,independent,st. marys independent,0,ON,3300,st. marys independent,"['st. marys ,ON, Canada']",7265,6655,9.2,3094,3026,583.5,12.45,44.1,5790,1140,1860,2790,95,840,5855,5735,37784,7035,6540,460,"[(43.2570855, -81.1408629)]",['St. Marys']
753,17138,Friday,T,2015,barrhaven,independent,the morris group,0,ON,17138,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
754,17138,Friday,T,2016,barrhaven,independent,the morris group,0,ON,17138,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
755,8708,Friday,T,2017,barrhaven,independent,the morris group,0,ON,8708,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
756,8708,Friday,T,2018,barrhaven,independent,the morris group,0,ON,8708,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
757,21531,Tuesday,T,2014,georgetown&acton,independent & free press,metroland media group ltd.,68,ON,21599,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
758,22254,Thursday,T,2014,georgetown&acton,independent & free press,metroland media group ltd.,50,ON,22304,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
759,22651,Thursday,T,2015,georgetown&acton,independent & free press,metroland media group ltd.,24,ON,22675,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
760,21531,Tuesday,T,2015,georgetown&acton,independent & free press,metroland media group ltd.,68,ON,21599,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
761,22558,Thursday,T,2016,georgetown&acton,independent & free press,metroland media group ltd.,27,ON,22585,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
762,21531,Tuesday,T,2016,georgetown&acton,independent & free press,metroland media group ltd.,68,ON,21599,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
763,22558,Thursday,T,2017,georgetown&acton,independent & free press,metroland media group ltd.,27,ON,22585,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
764,21531,Tuesday,T,2017,georgetown&acton,independent & free press,metroland media group ltd.,68,ON,21599,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
765,22558,Thursday,T,2018,georgetown&acton,independent & free press,metroland media group ltd.,27,ON,22585,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
766,22902,Tuesday,T,2018,georgetown&acton,independent & free press,metroland media group ltd.,0,ON,22902,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
767,23509,Thursday,T,2019,georgetown&acton,independent & free press,metroland media group ltd.,0,ON,23509,metroland media group ltd.,"['georgetown ,ON, Canada', 'acton ,ON, Canada']",61161,59013,3.6,21475,21078,221.4,276.27,39.3,48770,7930,14525,26310,945,10850,48765,46820,43568,60195,50310,9745,"[(43.6502652, -79.9036058), (43.6340679, -80.0351117)]","['Halton Hills', 'Halton Hills']"
768,0,Wednesday,T,2013,ridgetown,independent news,ridgetown independent news,1964,ON,1964,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
769,0,Wednesday,T,2014,ridgetown,independent news,ridgetown independent news,1787,ON,1787,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
770,0,Wednesday,T,2015,ridgetown,independent news,ridgetown independent news,1776,ON,1776,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
771,0,Wednesday,T,2016,ridgetown,independent news,ridgetown independent news,1752,ON,1752,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
772,0,Wednesday,T,2017,ridgetown,independent news,ridgetown independent news,1674,ON,1674,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
773,0,Wednesday,T,2018,ridgetown,independent news,ridgetown independent news,1583,ON,1583,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
774,0,Wednesday,T,2019,ridgetown,independent news,ridgetown independent news,1547,ON,1547,ridgetown independent news,"['ridgetown ,ON, Canada']",101647,103671,-2,46103,43026,41.4,2457.9,43.4,82760,19870,24930,37955,1040,9385,82760,80280,30923,99385,90410,8620,"[(42.4394208, -81.8821334)]",['Chatham-Kent']
775,8902,Wednesday,T,2014,tillsonburg,independent/news,sun media corporation,842,ON,9744,sun media corporation,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
776,8878,Wednesday,T,2015,tillsonburg,independent/news,sun media corporation,716,ON,9594,sun media corporation,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
777,8878,Wednesday,T,2016,tillsonburg,independent/news,sun media corporation,716,ON,9594,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
778,8878,Wednesday,T,2017,tillsonburg,independent/news,postmedia network inc.,716,ON,9594,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
779,8878,Wednesday,T,2018,tillsonburg,independent/news,postmedia network inc.,716,ON,9594,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
780,8878,Wednesday,T,2019,tillsonburg,independent/news,postmedia network inc.,716,ON,9594,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872,15301,3.7,7297,7127,710.8,22.33,46.2,13255,3445,4335,5480,180,1390,13255,12840,32240,15595,13705,1875,"[(42.859494, -80.7265015)]",['Tillsonburg']
781,2000,Tuesday,T,2013,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
782,2000,Tuesday,T,2014,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
783,2000,Tuesday,T,2015,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
784,2000,Tuesday,T,2016,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
785,2000,Tuesday,T,2017,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
786,2000,Tuesday,T,2018,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
787,2000,Tuesday,T,2019,hamilton&burlington,information l,l'information (hamilton/burlington),0,ON,2000,l'information (hamilton/burlington),"['hamilton ,ON, Canada', 'burlington ,ON, Canada']",243724.3333,235476.6667,3.266666667,100043.3333,95748.33333,503.5333333,519.6766667,42.7,199993.3333,35865,55696.66667,108433.3333,3930,45803.33333,199993.3333,191970,38177.33333,239660,179305,57951.66667,"[(43.2560802, -79.8728583), (43.3248924, -79.7966835)]","['Hamilton', 'Burlington']"
788,0,Wednesday,T,2013,ingersoll,ingersoll times,sun media corporation,883,ON,883,sun media corporation,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
789,0,Wednesday,T,2014,ingersoll,ingersoll times,sun media corporation,728,ON,728,sun media corporation,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
790,0,Wednesday,T,2015,ingersoll,ingersoll times,sun media corporation,580,ON,580,sun media corporation,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
791,0,Wednesday,T,2016,ingersoll,ingersoll times,sun media corporation,532,ON,532,postmedia network inc.,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
792,0,Wednesday,T,2017,ingersoll,ingersoll times,postmedia network inc.,532,ON,532,postmedia network inc.,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
793,0,Wednesday,T,2018,ingersoll,ingersoll times,postmedia network inc.,532,ON,532,postmedia network inc.,"['ingersoll ,ON, Canada']",12757,12146,5,5192,5088,1000.7,12.75,40.3,10245,2220,3310,4715,90,1090,10245,9875,37124,12575,11775,800,"[(43.037725, -80.88211)]",['Ingersoll']
794,10726,Thursday,T,2013,innisfil,innisfil journal,metroland media group ltd.,0,ON,10726,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
795,10891,Thursday,T,2014,innisfil,innisfil journal,metroland media group ltd.,0,ON,10891,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
796,11376,Thursday,T,2015,innisfil,innisfil journal,metroland media group ltd.,0,ON,11376,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
797,11661,Thursday,T,2016,innisfil,innisfil journal,metroland media group ltd.,0,ON,11661,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
798,11848,Thursday,T,2017,innisfil,innisfil journal,metroland media group ltd.,0,ON,11848,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
799,11885,Thursday,T,2018,innisfil,innisfil journal,metroland media group ltd.,0,ON,11885,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
800,11866,Thursday,T,2019,innisfil,innisfil journal,metroland media group ltd.,0,ON,11866,metroland media group ltd.,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
801,12534,Wednesday,T,2013,innisfil,innisfil scope,london publishing corporation,104,ON,12638,london publishing corporation,"['innisfil ,ON, Canada']",36566,32727,11.7,14875,13364,139.2,262.71,40.7,30115,6240,9660,14210,475,3485,30115,28890,35060,36440,30665,5745,"[(44.3150892, -79.5461073)]",['Innisfil']
