,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs
1474,104266,Wednesday,B,2016,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1475,116070,Thursday,T,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,116070,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1476,104266,Wednesday,B,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1477,79140,Friday,T,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1478,79140,Friday,T,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1479,104266,Wednesday,B,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1480,116070,Thursday,T,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,116070,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1481,112921,Thursday,T,2019,oshawa,oshawa this week,metroland media group ltd.,0,ON,112921,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1482,101651,Wednesday,T,2019,oshawa,oshawa this week,metroland media group ltd.,0,ON,101651,metroland media group ltd.,"['oshawa ,ON, Canada']",159458,149607,6.6,64883,62595,1094.9,145.64,40.9,131110,26395,42190,62520,1910,17775,131110,124950,33492,157630,129685,26975,"[(43.8975558, -78.8635324)]",['Oshawa']
1483,16762,Thursday,T,2018,ottawa,"ottawa community voice, alta vistacanterbury",ottawa community voice publishing company inc.,0,ON,16762,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1484,17528,Thursday,T,2018,ottawa,"ottawa community voice, greenborosouth keys",ottawa community voice publishing company inc.,0,ON,17528,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1485,8756,Thursday,T,2018,ottawa,"ottawa community voice, hunt clubriverside park",ottawa community voice publishing company inc.,0,ON,8756,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1486,41396,Thursday,T,2018,ottawa,"ottawa community voice, kanatastittsville",ottawa community voice publishing company inc.,0,ON,41396,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1487,46230,Thursday,T,2019,ottawa,"ottawa community voice, kanatastittsville",ottawa community voice publishing company inc.,0,ON,46230,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1488,10450,Thursday,T,2019,ottawa,"ottawa community voice, west carleton",ottawa community voice publishing company inc.,0,ON,10450,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1489,40314,Thursday,T,2013,ottawa,ottawa east news,metroland media group ltd.,0,ON,40314,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1490,33313,Thursday,T,2014,ottawa,ottawa east news,metroland media group ltd.,0,ON,33313,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1491,36484,Thursday,T,2015,ottawa,ottawa east news,metroland media group ltd.,0,ON,36484,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1492,36056,Thursday,T,2016,ottawa,ottawa east news,metroland media group ltd.,0,ON,36056,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1493,36007,Thursday,T,2017,ottawa,ottawa east news,metroland media group ltd.,0,ON,36007,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1494,8949,Wednesday,T,2013,ottawa,ottawa embassy,hill times publishing inc.,972,ON,9921,hill times publishing inc.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1495,40737,Thursday,T,2013,ottawa,ottawa south news,metroland media group ltd.,0,ON,40737,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1496,41565,Thursday,T,2014,ottawa,ottawa south news,metroland media group ltd.,0,ON,41565,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1497,42150,Thursday,T,2015,ottawa,ottawa south news,metroland media group ltd.,0,ON,42150,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1498,41427,Thursday,T,2016,ottawa,ottawa south news,metroland media group ltd.,0,ON,41427,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1499,47494,Thursday,T,2017,ottawa,ottawa south news,metroland media group ltd.,0,ON,47494,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1500,35681,Thursday,T,2013,ottawa,ottawa west news,metroland media group ltd.,0,ON,35681,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1501,35389,Thursday,T,2014,ottawa,ottawa west news,metroland media group ltd.,0,ON,35389,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1502,35107,Thursday,T,2015,ottawa,ottawa west news,metroland media group ltd.,0,ON,35107,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1503,35081,Thursday,T,2016,ottawa,ottawa west news,metroland media group ltd.,0,ON,35081,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1504,34981,Thursday,T,2017,ottawa,ottawa west news,metroland media group ltd.,0,ON,34981,metroland media group ltd.,"['ottawa ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.4208777, -75.6901106)]",['Ottawa']
1505,129642,Thursday,B,2016,london,our london,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']",383822,366151,4.8,175558,163140,913.1,420.35,40.5,316315,51845,88545,175920,5520,80175,316315,302895,32599,378040,286305,83770,"[(42.9832406, -81.243372)]",['London']
1506,129642,Thursday,B,2017,london,our london,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']",383822,366151,4.8,175558,163140,913.1,420.35,40.5,316315,51845,88545,175920,5520,80175,316315,302895,32599,378040,286305,83770,"[(42.9832406, -81.243372)]",['London']
1507,0,Wednesday,B,2013,paris,paris star,sun media corporation,775,ON,775,sun media corporation,"['paris ,ON, Canada']",36707,35638,3,13687,13315,43.5,843.25,42.3,29575,5345,8260,15975,535,4860,29570,28555,38751,35860,32300,3525,"[(43.193234, -80.384281)]",['Brant']
1508,24385,Thursday,T,2013,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,24385,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
1509,24366,Thursday,T,2014,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,24366,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
1510,25621,Thursday,T,2015,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,25621,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
1511,23718,Thursday,T,2016,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,23718,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
1512,0,Thursday,T,2013,parkhill,parkhill gazette,hayter-walden publications inc.,928,ON,928,hayter-walden publications inc.,"['parkhill ,ON, Canada']",6352,6658,-4.6,2399,2336,10.6,597.88,41.5,4980,1045,1300,2635,70,610,4995,4860,35537,6140,5690,440,"[(43.1622799, -81.6842168)]",['North Middlesex']
1513,7838,Friday,T,2013,parry%20sound,parry sound beacon star,metroland media group ltd.,133,ON,7971,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1514,7272,Friday,T,2018,parry%20sound,parry sound beacon star,metroland media group ltd.,0,ON,7272,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1515,7202,Friday,T,2019,parry%20sound,parry sound beacon star,metroland media group ltd.,0,ON,7202,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1516,154,Wednesday,B,2013,parry%20sound,parry sound north star,metroland media group ltd.,2720,ON,2874,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1517,110,Wednesday,B,2018,parry%20sound,parry sound north star,metroland media group ltd.,1790,ON,1900,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1518,110,Wednesday,B,2019,parry%20sound,parry sound north star,metroland media group ltd.,1535,ON,1645,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
1519,6639,Thursday,T,2014,fonthill,pelham news,sun media corporation,0,ON,6639,sun media corporation,"['fonthill ,ON, Canada']",17110,16598,3.1,6596,6469,135.3,126.43,45.8,14180,1855,3535,8785,310,3875,14175,13740,41313,16670,14380,2190,"[(43.0307817, -79.2859628)]",['Pelham']
1520,6347,Wednesday,T,2015,fonthill,pelham news,sun media corporation,0,ON,6347,sun media corporation,"['fonthill ,ON, Canada']",17110,16598,3.1,6596,6469,135.3,126.43,45.8,14180,1855,3535,8785,310,3875,14175,13740,41313,16670,14380,2190,"[(43.0307817, -79.2859628)]",['Pelham']
1521,6430,Wednesday,T,2016,fonthill,pelham news,sun media corporation,0,ON,6430,postmedia network inc.,"['fonthill ,ON, Canada']",17110,16598,3.1,6596,6469,135.3,126.43,45.8,14180,1855,3535,8785,310,3875,14175,13740,41313,16670,14380,2190,"[(43.0307817, -79.2859628)]",['Pelham']
1522,6408,Thursday,T,2017,fonthill,pelham news,postmedia network inc.,0,ON,6408,postmedia network inc.,"['fonthill ,ON, Canada']",17110,16598,3.1,6596,6469,135.3,126.43,45.8,14180,1855,3535,8785,310,3875,14175,13740,41313,16670,14380,2190,"[(43.0307817, -79.2859628)]",['Pelham']
1523,7500,Thursday,T,2019,pembroke,pembroke observer and news,postmedia network inc.,0,ON,7500,postmedia network inc.,"['pembroke ,ON, Canada']",13882,14360,-3.3,6685,6198,953.3,14.56,45.6,11090,2520,3470,5105,95,1375,11090,10725,28945,13055,12270,745,"[(45.8209741, -77.1115433)]",['Pembroke']
1524,11930,Thursday,T,2013,perth,perth courier,metroland media group ltd.,0,ON,11930,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1525,12232,Thursday,T,2014,perth,perth courier,metroland media group ltd.,0,ON,12232,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1526,12467,Thursday,T,2015,perth,perth courier,metroland media group ltd.,0,ON,12467,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1527,11722,Thursday,T,2016,perth,perth courier,metroland media group ltd.,0,ON,11722,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1528,11765,Thursday,T,2017,perth,perth courier,metroland media group ltd.,0,ON,11765,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1529,11702,Thursday,T,2018,perth,perth courier,metroland media group ltd.,0,ON,11702,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1530,11686,Thursday,T,2019,perth,perth courier,metroland media group ltd.,0,ON,11686,metroland media group ltd.,"['perth ,ON, Canada']",12261,12011,2.1,4080,3993,17.2,712.14,37.2,9175,3350,2375,3450,145,695,9175,8880,33253,12055,11185,855,"[(43.4935991, -81.0164111)]",['Perth East']
1531,7800,Thursday,T,2017,petawawa,petawawa post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']",17187,15988,7.5,6747,6334,103.1,166.69,33,12520,1635,4410,6475,135,2020,12520,12080,50371,16320,15395,905,"[(45.8984286, -77.2826645)]",['Petawawa']
1532,7800,Thursday,T,2018,petawawa,petawawa post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']",17187,15988,7.5,6747,6334,103.1,166.69,33,12520,1635,4410,6475,135,2020,12520,12080,50371,16320,15395,905,"[(45.8984286, -77.2826645)]",['Petawawa']
1533,7800,Thursday,T,2019,petawawa,petawawa post,canadian forces morale and welfare services (cfmws),0,ON,7800,department of national defence,"['petawawa ,ON, Canada']",17187,15988,7.5,6747,6334,103.1,166.69,33,12520,1635,4410,6475,135,2020,12520,12080,50371,16320,15395,905,"[(45.8984286, -77.2826645)]",['Petawawa']
1534,46050,Wednesday,T,2013,peterborough,peterborough this week,metroland media group ltd.,0,ON,46050,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1535,45490,Friday,T,2013,peterborough,peterborough this week,metroland media group ltd.,0,ON,45490,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1536,45686,Wednesday,T,2014,peterborough,peterborough this week,metroland media group ltd.,0,ON,45686,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1537,45095,Friday,T,2014,peterborough,peterborough this week,metroland media group ltd.,0,ON,45095,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1538,44901,Wednesday,T,2015,peterborough,peterborough this week,metroland media group ltd.,0,ON,44901,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1539,44314,Friday,T,2015,peterborough,peterborough this week,metroland media group ltd.,0,ON,44314,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1540,43968,Friday,T,2016,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1541,44528,Wednesday,T,2016,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1542,43968,Friday,T,2017,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1543,44528,Wednesday,T,2017,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1544,44528,Wednesday,T,2018,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1545,43968,Friday,T,2018,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1546,42165,Wednesday,T,2019,peterborough,peterborough this week,metroland media group ltd.,0,ON,42165,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1547,42145,Friday,T,2019,peterborough,peterborough this week,metroland media group ltd.,0,ON,42145,metroland media group ltd.,"['peterborough ,ON, Canada']",81032,78777,2.9,36785,34710,1261.2,64.25,43.5,66790,11300,19685,35805,920,13385,66775,64460,30040,78530,70750,7085,"[(44.3048009, -78.3199496)]",['Peterborough']
1548,0,Wednesday,T,2013,petrolia,petrolia topic,sun media corporation,1309,ON,1309,sun media corporation,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
1549,0,Wednesday,T,2014,petrolia,petrolia topic,sun media corporation,1309,ON,1309,sun media corporation,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
1550,0,Wednesday,T,2015,petrolia,petrolia topic,sun media corporation,726,ON,726,sun media corporation,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
1551,0,Wednesday,T,2016,petrolia,petrolia topic,sun media corporation,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
1552,0,Wednesday,T,2017,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
1553,0,Wednesday,T,2018,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']",5742,5528,3.9,2323,2277,452.8,12.68,42.8,4405,765,1325,2315,75,545,4480,4310,35176,5500,5210,280,"[(42.882002, -82.149582)]",['Petrolia']
