,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvID,AdvID2,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,Unnamed: 0,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,ID,ID2,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2
306,,,,,,,,,2014,,,,,,,,,,journal de cornwall le,,,,,Thursday,933.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
307,,,,,,,,,2015,,,,,,,,,,journal de cornwall le,,,,,Thursday,934.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
308,,,,,,,,,2016,,,,,,,,,,journal de cornwall le,,,,,Thursday,935.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
309,,,,,,,,,2017,,,,,,,,,,journal de cornwall le,,,,,Thursday,936.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
310,,,,,,,,,2018,,,,,,,,,,journal de cornwall le,,,,,Thursday,937.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
311,,,,,,,,,2019,,,,,,,,,,journal de cornwall le,,,,,Thursday,938.0,,T,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,0.0,0.0,0.0,['Cornwall'],227.0,194.0,2013.0,1.0,,0.0,,Thursday,right_only
273,,,,,,,,,2013,,,,,,,,,,kapuskasing horizon,,,,,Wednesday,826.0,0.0,T,kapuskasing,horizon,sun media corporation,3300.0,ON,3300.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],195.0,165.0,2013.0,0.0,0.0,3300.0,3300.0,Wednesday,right_only
274,,,,,,,,,2014,,,,,,,,,,kapuskasing horizon,,,,,Wednesday,827.0,0.0,T,kapuskasing,horizon,sun media corporation,,ON,,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],195.0,165.0,2013.0,1.0,0.0,,,Wednesday,right_only
275,,,,,,,,,2015,,,,,,,,,,kapuskasing horizon,,,,,Wednesday,828.0,0.0,T,kapuskasing,horizon,sun media corporation,,ON,,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],195.0,165.0,2013.0,1.0,0.0,,,Wednesday,right_only
276,,,,,,,,,2016,,,,,,,,,,kapuskasing horizon,,,,,Wednesday,829.0,0.0,T,kapuskasing,horizon,sun media corporation,,ON,,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],195.0,165.0,2013.0,1.0,0.0,,,Wednesday,right_only
277,,,,,,,,,2017,,,,,,,,,,kapuskasing horizon,,,,,Wednesday,830.0,0.0,T,kapuskasing,horizon,postmedia network inc.,,ON,,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",horizon,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],195.0,165.0,2013.0,1.0,0.0,,,Wednesday,right_only
1006,,,,,,,,,2019,,,,,,,,,,kapuskasing the community press la presse communautaire,,,,,Thursday,2347.0,5637.0,T,kapuskasing,the community press la presse communautaire,la presse communautaire,0.0,ON,5637.0,la presse communautaire,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",,,,,,0.0,kapuskasing,0.0,0.0,0.0,['Kapuskasing'],512.0,443.0,2019.0,0.0,5637.0,0.0,5637.0,Thursday,right_only
143,,,,,,,,,2014,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,393.0,17500.0,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,17500.0,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,1.0,17500.0,0.0,17500.0,Monthly,right_only
144,,,,,,,,,2015,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,394.0,15000.0,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,15000.0,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,0.0,15000.0,0.0,15000.0,Monthly,right_only
145,,,,,,,,,2016,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,395.0,,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,1.0,,0.0,,Monthly,right_only
146,,,,,,,,,2017,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,396.0,,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,1.0,,0.0,,Monthly,right_only
147,,,,,,,,,2018,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,397.0,,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,1.0,,0.0,,Monthly,right_only
148,,,,,,,,,2019,,,,,,,,,,kawartha lakes north durham caps community news,,,,,Monthly,398.0,,T,kawartha%20lakes&north%20durham,caps community news,scugog communications group,0.0,ON,,scugog communications group,"['kawartha lakes ,ON, Canada', 'north durham ,ON, Canada']",97550.0,91409.5,6.1,38274.5,34327.5,905.45,1575.69,42.0,79525.0,13747.5,24055.0,41722.5,1817.5,14892.5,79525.0,75577.5,34204.5,96275.0,69905.0,26060.0,"[(44.575616, -78.8486034), (43.893209999999996, -79.00681681276879)]",,,,,,0.0,kawartha lakes north durham,0.0,0.0,0.0,"['Ajax', 'Kawartha Lakes']",83.0,69.0,2013.0,1.0,,0.0,,Monthly,right_only
1019,,,,,,,,,2013,,,,,,,,,,kenora the holidayer,,,,,Monthly,2388.0,7500.0,T,kenora,the holidayer,the holidayer,0.0,ON,7500.0,the holidayer,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]",,,,,,0.0,kenora,0.0,0.0,0.0,['Kenora'],522.0,452.0,2013.0,0.0,7500.0,0.0,7500.0,Monthly,right_only
1020,,,,,,,,,2014,,,,,,,,,,kenora the holidayer,,,,,Monthly,2389.0,,T,kenora,the holidayer,the holidayer,0.0,ON,,the holidayer,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]",,,,,,0.0,kenora,0.0,0.0,0.0,['Kenora'],522.0,452.0,2013.0,1.0,,0.0,,Monthly,right_only
1021,,,,,,,,,2015,,,,,,,,,,kenora the holidayer,,,,,Monthly,2390.0,,T,kenora,the holidayer,sun media corporation,0.0,ON,,the holidayer,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]",,,,,,0.0,kenora,0.0,0.0,0.0,['Kenora'],522.0,452.0,2013.0,1.0,,0.0,,Monthly,right_only
1022,,,,,,,,,2016,,,,,,,,,,kenora the holidayer,,,,,Monthly,2391.0,,T,kenora,the holidayer,sun media corporation,0.0,ON,,postmedia network inc.,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]",,,,,,0.0,kenora,0.0,0.0,0.0,['Kenora'],522.0,452.0,2013.0,1.0,,0.0,,Monthly,right_only
1023,,,,,,,,,2017,,,,,,,,,,kenora the holidayer,,,,,Monthly,2392.0,,T,kenora,the holidayer,postmedia network inc.,0.0,ON,,postmedia network inc.,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]",,,,,,0.0,kenora,0.0,0.0,0.0,['Kenora'],522.0,452.0,2013.0,1.0,,0.0,,Monthly,right_only
942,,,,,,,,,2014,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2181.0,15102.0,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,15102.0,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,0.0,15102.0,0.0,15102.0,Thursday,right_only
943,,,,,,,,,2015,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2182.0,13157.75,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,13157.75,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,1.0,13157.75,0.0,13157.75,Thursday,right_only
944,,,,,,,,,2016,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2183.0,11213.5,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,11213.5,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,1.0,11213.5,0.0,11213.5,Thursday,right_only
945,,,,,,,,,2017,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2184.0,9269.25,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,9269.25,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,1.0,9269.25,0.0,9269.25,Thursday,right_only
946,,,,,,,,,2018,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2185.0,7325.0,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,7325.0,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,0.0,7325.0,0.0,7325.0,Thursday,right_only
947,,,,,,,,,2019,,,,,,,,,,kincardine south bruce independent extra,,,,,Thursday,2186.0,,T,kincardine,south bruce independent extra,london publishing corporation,0.0,ON,,london publishing corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",south bruce independent extra,,,,,0.0,kincardine,0.0,0.0,0.0,['Kincardine'],472.0,409.0,2014.0,1.0,,0.0,,Thursday,right_only
1125,,,,,,,,,2013,,,,,,,,,,king weekly,,,,,Wednesday,2726.0,8050.0,T,king,weekly,ontario ltd.,0.0,ON,8050.0,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,0.0,8050.0,0.0,8050.0,Wednesday,right_only
1126,,,,,,,,,2014,,,,,,,,,,king weekly,,,,,Wednesday,2727.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
1127,,,,,,,,,2015,,,,,,,,,,king weekly,,,,,Wednesday,2728.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
1128,,,,,,,,,2016,,,,,,,,,,king weekly,,,,,Wednesday,2729.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
1129,,,,,,,,,2017,,,,,,,,,,king weekly,,,,,Wednesday,2730.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
1130,,,,,,,,,2018,,,,,,,,,,king weekly,,,,,Wednesday,2731.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
1131,,,,,,,,,2019,,,,,,,,,,king weekly,,,,,Wednesday,2732.0,,T,king,weekly,ontario ltd.,0.0,ON,,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",weekly,,,,,0.0,king,0.0,0.0,0.0,['Toronto'],595.0,512.0,2013.0,1.0,,0.0,,Wednesday,right_only
325,,,,,,,,,2013,,,,,,,,,,kingston heritage,,,,,Thursday,986.0,47070.0,T,kingston,kingston heritage,metroland media group ltd.,0.0,ON,47070.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",,,,,,1.0,kingston,0.0,0.0,1.0,['Kingston'],235.0,201.0,2013.0,0.0,47070.0,0.0,47070.0,Thursday,right_only
526,,,,,,,,,2019,,,,,,,,,,kirkland lake northern news this week,,,,,Friday,1493.0,3600.0,T,kirkland%20lake,northern news this week,postmedia network inc.,0.0,ON,3600.0,postmedia network inc.,"['kirkland lake ,ON, Canada']",7981.0,8493.0,-6.0,4466.0,3814.0,30.4,262.13,43.8,6540.0,1860.0,1640.0,3035.0,85.0,625.0,6545.0,6295.0,31396.0,7745.0,7455.0,280.0,"[(48.154177, -80.031281)]",,,,,,0.0,kirkland lake,0.0,0.0,0.0,['Kirkland Lake'],337.0,285.0,2019.0,0.0,3600.0,0.0,3600.0,Friday,right_only
328,,,,,,,,,2015,,,,,,,,,,"kitchener citizen, east edition",,,,,Wednesday,1000.0,,T,kitchener,"kitchener citizen, east edition",rosemount house publishing,0.0,ON,,carrie debrone,"['kitchener ,ON, Canada']",233222.0,219153.0,6.4,95495.0,92217.0,1705.2,136.77,39.0,189215.0,35105.0,54900.0,99215.0,3145.0,42085.0,189215.0,181515.0,34520.0,230005.0,166040.0,60430.0,"[(43.451291, -80.4927815)]","kitchener citizen, east edition",,,,,0.0,kitchener,0.0,0.0,0.0,['Kitchener'],237.0,203.0,2013.0,1.0,,0.0,,Wednesday,right_only
329,,,,,,,,,2016,,,,,,,,,,"kitchener citizen, east edition",,,,,Wednesday,1001.0,,T,kitchener,"kitchener citizen, east edition",rosemount house publishing,0.0,ON,,rosemount house publishing,"['kitchener ,ON, Canada']",233222.0,219153.0,6.4,95495.0,92217.0,1705.2,136.77,39.0,189215.0,35105.0,54900.0,99215.0,3145.0,42085.0,189215.0,181515.0,34520.0,230005.0,166040.0,60430.0,"[(43.451291, -80.4927815)]","kitchener citizen, east edition",,,,,0.0,kitchener,0.0,0.0,0.0,['Kitchener'],237.0,203.0,2013.0,1.0,,0.0,,Wednesday,right_only
330,,,,,,,,,2017,,,,,,,,,,"kitchener citizen, east edition",,,,,Wednesday,1002.0,,T,kitchener,"kitchener citizen, east edition",rosemount house publishing,0.0,ON,,rosemount house publishing,"['kitchener ,ON, Canada']",233222.0,219153.0,6.4,95495.0,92217.0,1705.2,136.77,39.0,189215.0,35105.0,54900.0,99215.0,3145.0,42085.0,189215.0,181515.0,34520.0,230005.0,166040.0,60430.0,"[(43.451291, -80.4927815)]","kitchener citizen, east edition",,,,,0.0,kitchener,0.0,0.0,0.0,['Kitchener'],237.0,203.0,2013.0,1.0,,0.0,,Wednesday,right_only
331,,,,,,,,,2018,,,,,,,,,,"kitchener citizen, east edition",,,,,Wednesday,1003.0,,T,kitchener,"kitchener citizen, east edition",rosemount house publishing,0.0,ON,,rosemount house publishing,"['kitchener ,ON, Canada']",233222.0,219153.0,6.4,95495.0,92217.0,1705.2,136.77,39.0,189215.0,35105.0,54900.0,99215.0,3145.0,42085.0,189215.0,181515.0,34520.0,230005.0,166040.0,60430.0,"[(43.451291, -80.4927815)]","kitchener citizen, east edition",,,,,0.0,kitchener,0.0,0.0,0.0,['Kitchener'],237.0,203.0,2013.0,1.0,,0.0,,Wednesday,right_only
