,Newspaper,Issued,Circ,Audit,AuditDate,NatlLineRate,SpotColour,ProcessColour,Format,Columns,Lines,MaterialCode,Year
724,hamilton mountain news,Thursday,"50,557",CMCAC,06/30/14,$3.06,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1025,hamilton mountain news,Thursday,"50,057",CMCA,06/30/15,$3.06,,"$1,160",T,10.0,161.0,10.0,2016
1321,hamilton mountain news,Thursday,"50,062",CMCA,12/31/15,$3.06,,"$1,160",T,10.0,161.0,10.0,2017
1597,hamilton mountain news,Thursday,"49,984",CMCA,06/30/17,$3.06,,"$1,160",T,10.0,161.0,10.0,2018
1836,hamilton mountain news,Thursday,"49,497",CMCA,06/30/18,$3.06,,"$1,160",T,10.0,161.0,10.0,2019
106,hanover the post,Thursday,"15,268",CMCAC,06/30/12,$0.93,$188,$424,T,9.0,160.0,3.0,2013
416,hanover the post,Thursday,"15,304",CMCAC,12/31/12,$0.93,$188,$424,T,9.0,160.0,3,2014
726,hanover the post,Thursday,"15,542",CMCAC,06/30/14,$0.93,$188,$424,T,9.0,160.0,3.0,2015
1027,hanover the post,Thursday,"15,604",CMCA,12/31/14,$0.93,,$424,T,9.0,160.0,3.0,2016
1323,hanover the post,Thursday,"15,479",CMCA,06/30/15,$0.93,,$424,T,9.0,160.0,3.0,2017
1599,hanover the post,Thursday,"15,588",CMCA,12/31/16,$0.93,,$424,T,9.0,160.0,3.0,2018
1838,hanover the post,Thursday,"15,588",CMCA,12/31/16,$0.84,,$424,T,10.0,160.0,10.0,2019
107,harrow news,Tuesday,"1,319",CMCAP,01/31/12,$0.48,$118,$235,T,6.0,208.0,5.0,2013
417,harrow news,Tuesday,"1,268",CMCAP,02/28/13,$0.49,$118,$235,T,6.0,208.0,5,2014
727,harrow news,Tuesday,"1,288",CMCAP,02/28/14,$0.51,$118,$235,T,6.0,208.0,5.0,2015
1028,harrow news,Tuesday,"1,251",CMCA,02/28/15,$0.52,,$235,T,6.0,208.0,5.0,2016
1324,harrow news,Tuesday,"1,224",CMCA,02/28/16,$0.52,,$235,T,6.0,208.0,5.0,2017
1600,harrow news,Tuesday,"1,241",CMCA,02/28/17,$0.53,,$235,T,6.0,208.0,5.0,2018
1839,harrow news,Tuesday,"1,221",CMCA,02/28/18,$0.53,,$235,T,6.0,208.0,5.0,2019
1325,hawkesbury le carillon,Friday,"19,500",PS,,$1.13,,$353,T,8.0,175.0,,2017
1601,hawkesbury le carillon,Thursday,"14,900",PS,,$1.15,,$353,T,8.0,175.0,,2018
1840,hawkesbury le carillon,Thursday,"14,900",PS,,$1.18,,$353,T,8.0,200.0,,2019
108,hornepayne jackfish journal,Wednesday,293,CMCAP,10/31/12,$0.67,$100,$329,T,5.0,196.0,4.0,2013
418,hornepayne jackfish journal,Wednesday,293,CMCAP,10/31/12,$0.67,$100,$329,T,5.0,196.0,4,2014
728,hornepayne jackfish journal,Wednesday,265,CMCAP,04/30/14,$0.67,$100,$329,T,5.0,196.0,4.0,2015
1029,hornepayne jackfish journal,Wednesday,265,CMCA,10/31/14,$0.67,,$329,T,5.0,196.0,4.0,2016
1326,hornepayne jackfish journal,Wednesday,254,CMCA,04/30/15,$0.67,,$329,T,5.0,196.0,4.0,2017
1841,hornepayne wicksteed weekly,Wednesday,200,PS,,$0.72,,$118,T,5.0,185.0,4.0,2019
109,huntsville forester,Wednesday,"4,656",CMCAP,09/30/12,$1.05,$335,"$1,160",B,10.0,301.0,10.0,2013
419,huntsville forester,Thursday,"9,535",PS,,$2.29,"$1,160","$1,160",T,10.0,161.0,10,2014
729,huntsville forester,Thursday,"10,310",CMCAC,03/31/14,$2.29,"$1,160","$1,160",T,10.0,161.0,,2015
1030,huntsville forester,Thursday,"9,569",CMCA,03/31/15,$2.29,,"$1,160",T,10.0,161.0,10.0,2016
1327,huntsville forester,Thursday,"9,569",CMCA,03/31/15,$2.29,,"$1,160",T,10.0,161.0,10.0,2017
1602,huntsville forester,Thursday,"9,405",CMCA,04/30/17,$2.29,,"$1,160",T,10.0,161.0,10.0,2018
1842,huntsville forester,Thursday,"9,443",CMCA,04/30/17,$2.29,,"$1,160",T,10.0,161.0,10.0,2019
110,ignace driftwood,Wednesday,365,CMCAP,06/30/12,$0.38,$41,$124,T,6.0,220.0,5.0,2013
420,ignace driftwood,Wednesday,363,CMCAP,12/31/12,$0.38,$41,$124,T,6.0,220.0,5,2014
730,ignace driftwood,Wednesday,337,CMCAP,12/31/13,$0.38,$41,$124,T,6.0,220.0,5.0,2015
1031,ignace driftwood,Wednesday,314,CMCA,12/31/14,$0.38,,$124,T,6.0,220.0,5.0,2016
1328,ignace driftwood,Wednesday,303,CMCA,12/31/15,$0.38,,$124,T,6.0,220.0,5.0,2017
111,ingersoll times,Wednesday,"1,032",CMCAP,06/30/12,$0.92,$176,$529,T,9.0,160.0,3.0,2013
421,ingersoll times,Wednesday,883,CMCAP,12/31/12,$0.92,$176,$529,T,9.0,160.0,3,2014
731,ingersoll times,Wednesday,728,CMCAP,12/31/13,$0.94,$182,$546,T,9.0,160.0,3.0,2015
1032,ingersoll times,Wednesday,532,CMCA,06/30/15,$0.94,,$546,T,9.0,160.0,3.0,2016
1329,ingersoll times,Wednesday,532,CMCA,06/30/15,$0.94,,$546,T,9.0,160.0,3.0,2017
1603,ingersoll times,Wednesday,532,CMCA,06/30/15,$0.94,,$546,T,10.0,160.0,10.0,2018
112,innisfil journal,Thursday,"10,726",CMCAC,09/30/12,$1.37,$335,"$1,160",T,10.0,175.0,10.0,2013
422,innisfil journal,Thursday,"10,785",CMCAC,03/31/13,$1.50,"$1,160","$1,160",T,10.0,161.0,10,2014
732,innisfil journal,Thursday,"10,998",CMCAC,03/31/14,$1.50,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1033,innisfil journal,Thursday,"11,376",CMCA,03/31/15,$1.50,,"$1,160",T,10.0,161.0,10.0,2016
1330,innisfil journal,Thursday,"11,661",CMCA,09/30/16,$1.50,,"$1,160",T,10.0,161.0,10.0,2017
1604,innisfil journal,Thursday,"11,848",CMCA,03/31/17,$1.50,,"$1,160",T,10.0,161.0,10.0,2018
1843,innisfil journal,Thursday,"11,849",CCAB,06/30/18,$1.50,,"$1,160",T,10.0,161.0,10.0,2019
113,innisfil scope,Wednesday,"12,645",CMCAC,04/30/12,$1.40,$158,$473,T,6.0,210.0,5.0,2013
423,innisfil scope,Wednesday,"12,533",CMCAC,04/30/13,$1.40,$88,$176,T,6.0,210.0,5,2014
114,iroquois falls enterprise,Thursday,"2,232",CMCAP,09/30/12,$0.51,$212,$529,B,10.0,292.0,3.0,2013
424,iroquois falls enterprise,Thursday,"2,172",CMCAP,03/31/13,$0.52,$212,$529,B,10.0,292.0,3,2014
733,iroquois falls enterprise,Thursday,"2,138",CMCAP,03/31/14,$0.53,$212,$529,B,10.0,292.0,3.0,2015
1034,iroquois falls enterprise,Thursday,"1,951",CMCA,03/31/15,$0.54,,$529,B,10.0,292.0,3.0,2016
1331,iroquois falls enterprise,Thursday,"1,883",CMCA,09/30/15,$0.55,,$529,B,10.0,292.0,3.0,2017
1605,iroquois falls enterprise,Thursday,"1,724",CMCA,03/31/17,$0.56,,$471,B,10.0,292.0,3.0,2018
1844,iroquois falls enterprise,Thursday,"1,598",CMCA,03/31/18,$0.58,,$471,B,10.0,292.0,3.0,2019
115,kanata kourier standard,Thursday,"26,227",CMCAC,06/30/12,$1.62,$335,"$1,160",T,6.0,218.0,5.0,2013
425,kanata kourier standard,Thursday,"26,702",CMCAC,12/31/12,$1.13,"$1,160","$1,160",T,10.0,189.0,10,2014
734,kanata kourier standard,Thursday,"28,642",CMCAC,06/30/14,$1.33,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1035,kanata kourier standard,Thursday,"29,010",CMCA,12/31/14,$1.33,,"$1,160",T,10.0,161.0,10.0,2016
1332,kanata kourier standard,Thursday,"29,024",CMCA,12/31/15,$1.33,,"$1,160",T,10.0,161.0,10.0,2017
116,kapuskasing northern times,Thursday,"2,183",CMCAP,08/31/12,$1.42,$129,$388,T,9.0,160.0,3.0,2013
426,kapuskasing northern times,Thursday,"1,955",CMCAP,02/28/13,$1.42,$129,$388,T,9.0,160.0,3,2014
735,kapuskasing northern times,Thursday,"1,784",CMCAP,02/28/14,$1.42,$129,$388,T,9.0,160.0,3.0,2015
1036,kapuskasing northern times,Thursday,"1,041",CMCA,02/28/15,$1.42,,$388,T,9.0,160.0,3.0,2016
1333,kapuskasing northern times,Thursday,924,CMCA,08/31/15,$1.42,,$388,T,9.0,160.0,3.0,2017
1606,kapuskasing northern times,Thursday,"9,537",CMCA,08/31/15,$1.42,,$388,T,9.0,160.0,3.0,2018
117,kapuskasing northern times weekender,Thursday,"9,802",PS,11/30/12,$1.45,$129,$388,T,9.0,160.0,3.0,2013
427,kapuskasing northern times weekender,Thursday,"10,454",CMCAC,02/28/13,$1.45,$129,$388,T,9.0,160.0,3,2014
736,kapuskasing northern times weekender,Thursday,"9,719",CMCAC,06/30/14,$1.45,$129,$388,T,9.0,160.0,3.0,2015
1037,kapuskasing northern times weekender,Thursday,"9,061",CMCA,02/28/15,$1.45,,$388,T,9.0,160.0,3.0,2016
1334,kapuskasing northern times weekender,Thursday,"9,423",CMCA,12/31/15,$1.45,,$388,T,9.0,160.0,3.0,2017
120,kawartha lakes north durham caps community news,Monthly,"21,269",CMCAC,06/30/10,$0.94,$88,$265,T,6.0,188.0,5.0,2013
118,kawartha lakes this week,Thursday,"29,305",CMCAC,03/31/12,$2.85,$335,"$1,160",T,10.0,175.0,10.0,2013
119,kawartha lakes this week,Tuesday,"21,617",CMCAC,03/31/12,$2.85,$335,"$1,160",T,10.0,175.0,10.0,2013
428,kawartha lakes this week,Thursday,"29,432",CMCAC,03/31/13,$3.11,"$1,160","$1,160",T,10.0,161.0,10,2014
429,kawartha lakes this week,Tuesday,"11,387",PS,11/30/13,$3.11,"$1,160","$1,160",T,10.0,161.0,10,2014
737,kawartha lakes this week,Thursday,"29,432",CCAB,03/31/13,$3.11,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1038,kawartha lakes this week,Thursday,"29,432",CCAB,03/31/13,$3.11,,"$1,160",T,10.0,161.0,10.0,2016
1335,kawartha lakes this week,Thursday,"29,432",CCAB,03/31/13,$3.11,,"$1,160",T,10.0,161.0,10.0,2017
1607,kawartha lakes this week,Thursday,"29,432",CCAB,03/31/13,$3.11,,"$1,160",T,10.0,161.0,10.0,2018
1845,kawartha lakes this week,Thursday,"29,432",CCAB,03/31/13,$3.11,,"$1,160",T,10.0,161.0,10.0,2019
121,kemptville advance,Thursday,"10,391",CMCAC,03/31/12,$0.80,$335,"$1,160",T,6.0,218.0,5.0,2013
430,kemptville advance,Thursday,"9,467",CMCAC,12/31/12,$0.56,"$1,160","$1,160",T,10.0,189.0,10,2014
738,kemptville advance,Thursday,"10,454",CMCAC,06/30/14,$0.66,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1039,kemptville advance,Thursday,"10,471",CMCA,12/31/14,$0.66,,"$1,160",T,10.0,161.0,10.0,2016
1336,kemptville advance,Thursday,"10,640",CMCA,12/31/15,$0.66,,"$1,160",T,10.0,161.0,10.0,2017
1608,kemptville advance,Thursday,"10,676",CMCA,12/31/16,$0.66,,"$1,160",T,10.0,161.0,10.0,2018
1846,kemptville advance,Thursday,"10,710",CMCA,06/30/18,$0.66,,"$1,160",T,10.0,161.0,10.0,2019
431,kemptville north grenville times,Wednesday,"6,265",PS,,$0.65,$412,$412,T,6.0,217.0,5,2014
1847,kemptville north grenville times,Wednesday,"8,837",CCAB,06/30/18,$0.88,,$235,T,6.0,217.0,5.0,2019
122,kenora lake of the woods enterprise,Thursday,"8,735",CMCAC,06/30/12,$1.32,$94,$618,T,10.0,160.0,10.0,2013
432,kenora lake of the woods enterprise,Thursday,"8,735",CMCAC,06/30/12,$1.28,$94,$176,T,10.0,160.0,10,2014
739,kenora lake of the woods enterprise,Thursday,"8,735",CMCAC,02/28/13,$1.28,$94,$176,T,10.0,160.0,10.0,2015
1040,kenora lake of the woods enterprise,Thursday,"8,133",CMCA,02/28/15,$1.28,,$176,T,10.0,160.0,10.0,2016
1337,kenora lake of the woods enterprise,Thursday,"7,893",CMCA,08/31/15,$1.28,,$176,T,10.0,160.0,10.0,2017
1609,kenora lake of the woods enterprise,Thursday,"7,893",CMCA,08/31/15,$1.28,,$176,T,10.0,160.0,10.0,2018
1848,kenora lake of the woods enterprise,Thursday,"7,893",CMCA,08/31/15,$1.28,,$176,T,10.0,160.0,10.0,2019
123,kincardine independent,Wednesday,"2,061",CMCAP,06/30/12,$0.86,$159,$382,T,6.0,217.0,5.0,2013
433,kincardine independent,Wednesday,"2,394",CMCAP,12/31/12,$0.86,$159,$382,T,6.0,217.0,5,2014
740,kincardine independent,Wednesday,"2,369",CMCAP,12/31/13,$0.86,$159,$382,T,6.0,217.0,5.0,2015
1041,kincardine independent,Wednesday,"2,185",CMCA,12/31/14,$0.86,,$382,T,6.0,217.0,5.0,2016
1338,kincardine independent,Wednesday,"1,988",CMCA,12/31/15,$0.86,,$382,T,6.0,217.0,5.0,2017
1610,kincardine independent,Wednesday,"1,749",CMCA,12/31/16,$0.86,,$382,T,6.0,217.0,5.0,2018
1849,kincardine independent,Wednesday,"1,622",CMCA,12/31/17,$0.86,,$382,T,6.0,217.0,5.0,2019
124,kincardine news,Tuesday,"2,440",CMCAP,06/30/12,$0.84,$153,$309,T,9.0,160.0,3.0,2013
434,kincardine news,Thursday,"7,000",PS,,$0.87,$153,$309,T,9.0,160.0,3,2014
741,kincardine news,Thursday,"7,000",PS,,$0.87,$153,$309,T,9.0,160.0,3.0,2015
1042,kincardine news,Thursday,"6,065",CMCA,12/31/14,$0.87,,$309,T,9.0,160.0,3.0,2016
1339,kincardine news,Thursday,"5,854",CMCA,12/31/15,$0.87,,$309,T,9.0,160.0,3.0,2017
1611,kincardine news,Thursday,"5,823",CMCA,12/31/16,$0.87,,$309,T,9.0,160.0,3.0,2018
1850,kincardine news,Thursday,"5,823",CMCA,12/31/16,$0.79,,$309,T,10.0,160.0,10.0,2019
125,king connection,Thursday,"7,342",PS,,$0.63,$335,"$1,160",T,10.0,175.0,10.0,2013
435,king connection,Thursday,"5,877",CCAB,03/31/13,$0.71,"$1,160","$1,160",T,10.0,161.0,10,2014
742,king connection,Thursday,"7,515",CCAB,03/31/14,$0.71,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1043,king connection,Thursday,"7,590",CCAB,03/31/15,$0.71,,"$1,160",T,10.0,161.0,10.0,2016
1340,king connection,Thursday,"6,091",CMCA,12/31/15,$0.71,,"$1,160",T,10.0,161.0,10.0,2017
1612,king connection,Thursday,"6,091",CMCA,12/31/15,$0.71,,"$1,160",T,10.0,161.0,10.0,2018
1851,king connection,Thursday,"5,192",CCAB,06/30/18,$0.71,,"$1,160",T,10.0,161.0,10.0,2019
126,king weekly sentinel,Wednesday,"7,023",CMCAC,04/30/12,$1.21,$158,$473,T,6.0,210.0,5.0,2013
436,king weekly sentinel,Thursday,"7,533",CMCAC,04/30/13,$0.91,$88,$176,B,8.0,301.0,,2014
743,king weekly sentinel,Thursday,"9,800",CMCAC,04/30/14,$0.57,$88,$176,B,8.0,301.0,,2015
1044,king weekly sentinel,Thursday,"8,663",CMCA,04/30/15,$0.57,,$176,B,8.0,301.0,9.0,2016
1341,king weekly sentinel,Thursday,"9,763",CMCA,10/31/15,$0.57,,$176,B,8.0,301.0,9.0,2017
1613,king weekly sentinel,Thursday,"9,763",CMCA,10/31/15,$0.57,,$176,B,8.0,301.0,9.0,2018
1852,king weekly sentinel,Thursday,"9,763",CMCA,10/31/15,$0.57,,$176,B,8.0,301.0,9.0,2019
127,kingston emc,Thursday,"44,717",CMCAC,02/28/12,$1.41,$335,"$1,160",T,6.0,218.0,5.0,2013
128,kingston frontenac this week,Thursday,"53,186",CMCAC,03/31/12,$3.92,$194,$429,T,9.0,160.0,3.0,2013
438,kingston frontenac this week,Thursday,"51,478",CMCAC,09/30/12,$3.99,$194,$429,T,9.0,160.0,3,2014
745,kingston frontenac this week,Thursday,"50,246",CMCAC,03/31/14,$3.99,$194,$429,T,9.0,160.0,3.0,2015
1046,kingston frontenac this week,Thursday,"49,707",CMCA,03/31/15,$3.99,,$429,T,9.0,160.0,3.0,2016
1343,kingston frontenac this week,Thursday,"48,840",CMCA,03/31/16,$3.99,,$429,T,9.0,160.0,3.0,2017
1614,kingston frontenac this week,Thursday,"48,741",CMCA,09/30/16,$3.99,,$429,T,10.0,160.0,10.0,2018
1853,kingston frontenac this week,Thursday,"48,741",CMCA,09/30/16,$3.99,,$429,T,10.0,160.0,10.0,2019
437,kingston heritage,Thursday,"47,070",CMCAC,08/31/12,$0.98,"$1,160","$1,160",T,10.0,189.0,10,2014
744,kingston heritage,Thursday,"47,010",CMCAC,02/28/13,$1.16,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1045,kingston heritage,Thursday,"46,251",CMCA,12/31/14,$1.16,,"$1,160",T,10.0,161.0,10.0,2016
1342,kingston heritage,Thursday,"46,061",CMCA,12/31/15,$1.16,,"$1,160",T,10.0,161.0,10.0,2017
129,kingsville reporter,Tuesday,"1,647",CMCAP,06/30/12,$0.69,$129,$412,T,6.0,203.0,5.0,2013
439,kingsville reporter,Tuesday,"1,480",CMCAP,06/30/13,$0.69,$129,$412,T,6.0,203.0,5,2014
746,kingsville reporter,Tuesday,"1,333",CMCAP,06/30/14,$0.73,$136,$408,T,6.0,203.0,5.0,2015
1047,kingsville reporter,Tuesday,"1,220",CMCA,06/30/15,$0.73,,$408,T,6.0,203.0,5.0,2016
1344,kingsville reporter,Tuesday,"1,220",CMCA,06/30/15,$0.76,,$428,T,6.0,203.0,5.0,2017
1615,kingsville reporter,Tuesday,"1,065",CMCA,06/30/17,$0.84,,$428,T,6.0,203.0,5.0,2018
1854,kingsville reporter,Tuesday,978,CMCA,06/30/18,$0.84,,$428,B,6.0,287.0,5.0,2019
1048,kirkland lake northern news,M/W/F,"1,679",PS,,$0.73,,$206,B,10.0,287.0,10.0,2016
1345,kirkland lake northern news,M/W/F,"1,679",PS,,$0.73,,$206,B,10.0,287.0,10.0,2017
1616,kirkland lake northern news,M/W/F,"1,105",PS,,$0.73,,$206,B,10.0,287.0,10.0,2018
1049,kirkland lake northern news this week,Friday,"9,118",PS,,$0.82,,$294,B,10.0,287.0,10.0,2016
1346,kirkland lake northern news this week,Friday,"9,118",PS,,$0.82,,$294,B,10.0,287.0,10.0,2017
1617,kirkland lake northern news this week,Friday,"8,544",PS,,$0.82,,$294,B,10.0,287.0,10.0,2018
130,kitchener citizen,Monthly,"66,000",PS,,$3.18,$353,"$1,165",T,5.0,196.0,4.0,2013
440,kitchener citizen,Monthly,"66,000",PS,,$3.18,$353,"$1,165",T,5.0,196.0,4,2014
131,kitchener post,Friday,"59,197",CMCAC,06/30/12,$2.44,$335,"$1,160",T,10.0,175.0,10.0,2013
441,kitchener post,Friday,"59,153",CMCAC,12/31/12,$2.66,"$1,160","$1,160",T,10.0,161.0,10,2014
747,kitchener post,Thursday,"59,938",CMCAC,06/30/14,$2.66,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1050,kitchener post,Thursday,"59,209",CMCA,06/30/15,$2.66,,"$1,160",T,10.0,161.0,10.0,2016
1347,kitchener post,Thursday,"59,209",CMCA,06/30/15,$2.66,,"$1,160",T,10.0,161.0,10.0,2017
1618,kitchener post,Thursday,"57,887",CMCA,06/30/17,$2.66,,"$1,160",T,10.0,161.0,10.0,2018
1855,kitchener post,Thursday,"59,793",CMCA,12/31/17,$2.66,,"$1,160",T,10.0,161.0,10.0,2019
132,lakefield herald,Friday,"1,040",CMCAP,06/30/12,$0.72,$59,$176,T,6.0,220.0,5.0,2013
442,lakefield herald,Firday,"1,012",CMCAP,12/31/12,$0.72,$59,$176,T,6.0,220.0,5,2014
748,lakefield herald,Friday,875,CMCAP,06/30/14,$0.72,$59,$176,T,6.0,220.0,5.0,2015
1051,lakefield herald,Friday,877,CMCA,12/31/14,$0.72,,$176,T,6.0,220.0,5.0,2016
1348,lakefield herald,Friday,"1,032",CMCA,12/31/15,$0.72,,$176,T,6.0,220.0,5.0,2017
1619,lakefield herald,Friday,933,CMCA,12/31/16,$0.72,,$176,T,6.0,220.0,5.0,2018
1856,lakefield herald,Friday,933,CMCA,12/31/16,$0.74,,$176,T,6.0,220.0,5.0,2019
133,lanark era,Tuesday,"1,225",CMCAP,08/31/12,$0.71,$188,$753,T,6.0,217.0,5.0,2013
443,lanark era,Tuesday,"1,225",CMCAP,08/31/12,$0.71,$188,$753,T,6.0,217.0,5,2014
749,lanark era,Tuesday,984,CMCAP,08/31/14,$0.71,$235,$706,T,6.0,217.0,5.0,2015
1052,lanark era,Tuesday,964,CMCA,02/28/15,$0.71,,$588,T,6.0,217.0,5.0,2016
1349,lanark era,Tuesday,978,CMCA,08/31/15,$0.71,,$588,T,6.0,217.0,5.0,2017
1620,lanark era,Tuesday,880,CMCA,02/28/17,$0.73,,$471,T,6.0,217.0,5.0,2018
1857,lanark era,Tuesday,880,CMCA,02/28/17,$0.73,,$471,T,6.0,217.0,5.0,2019
134,lasalle post,Friday,"11,174",CMCAC,06/30/12,$1.04,$129,$388,T,6.0,204.0,5.0,2013
444,lasalle post,Friday,"11,219",CMCAC,12/31/12,$1.04,$129,$388,T,6.0,204.0,5,2014
750,lasalle post,Friday,"11,219",CMCAC,06/30/14,$1.08,$136,$408,T,6.0,204.0,5.0,2015
1053,lasalle post,Friday,"11,219",CMCA,12/31/14,$1.08,,$408,T,6.0,204.0,5.0,2016
1350,lasalle post,Friday,"11,219",CMCA,12/31/15,$1.14,,$428,T,6.0,204.0,5.0,2017
1621,lasalle post,Friday,"11,219",CMCA,12/31/16,$1.25,,$428,T,6.0,204.0,5.0,2018
1858,lasalle post,Friday,"11,219",CMCA,12/31/16,$1.25,,$428,B,6.0,287.0,5.0,2019
135,leamington southpoint sun,Wednesday,"10,800",PS,,$1.06,$294,$529,T,6.0,204.0,5.0,2013
445,leamington southpoint sun,Wednesday,"9,881",CMCAC,08/31/12,$1.12,$294,$529,T,6.0,204.0,5,2014
751,leamington southpoint sun,Wednesday,"10,384",CMCAC,08/31/13,$1.12,$294,$529,T,6.0,204.0,5.0,2015
1054,leamington southpoint sun,Wednesday,"10,620",CMCA,02/28/15,$1.14,,$529,T,6.0,204.0,5.0,2016
1351,leamington southpoint sun,Wednesday,"10,659",CMCA,02/28/16,$1.18,,$529,T,6.0,204.0,5.0,2017
1622,leamington southpoint sun,Wednesday,"10,672",CMCA,08/31/16,$1.18,,$529,T,6.0,204.0,5.0,2018
1859,leamington wheatley kingsville southpoint sun,Wednesday,"16,300",CMCA,08/31/16,$1.53,,$529,T,6.0,204.0,5.0,2019
136,lindsay post,Friday,"19,710",CMCAC,09/30/12,$1.25,$231,$328,B,10.0,287.0,3.0,2013
137,lindsay post,Tuesday,"2,112",CMCAP,03/31/12,$0.99,$229,$328,B,10.0,287.0,3.0,2013
138,listowel banner,Wednesday,"2,681",CMCAP,06/30/12,$0.99,$335,"$1,160",T,10.0,175.0,10.0,2013
446,listowel banner,Wednesday,"2,644",CMCAP,12/31/12,$1.08,"$1,160","$1,160",T,10.0,161.0,10,2014
752,listowel banner,Wednesday,"2,289",CMCAP,06/30/14,$1.08,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1055,listowel banner,Wednesday,"2,126",CMCA,06/30/15,$1.08,,"$1,160",T,10.0,161.0,10.0,2016
1352,listowel banner,Wednesday,"2,126",CMCA,06/30/15,$1.08,,"$1,160",T,10.0,161.0,10.0,2017
1623,listowel banner,Wednesday,"1,717",CMCA,06/30/17,$1.08,,"$1,160",T,10.0,161.0,10.0,2018
1860,listowel banner,Wednesday,"1,530",CMCA,06/30/18,$1.08,,"$1,160",T,10.0,161.0,10.0,2019
139,listowel independent plus,Thursday,"21,964",CMCAC,03/31/12,$1.16,$335,"$1,160",T,10.0,175.0,10.0,2013
447,listowel independent plus,Thursday,"22,069",CMCAC,03/31/13,$1.27,"$1,160","$1,160",T,10.0,161.0,10,2014
753,listowel independent plus,Thursday,"21,956",CMCAC,03/31/14,$1.27,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1056,listowel independent plus,Thursday,"22,017",CMCA,03/31/15,$1.27,,"$1,160",T,10.0,161.0,10.0,2016
1353,listowel independent plus,Thursday,"22,592",CMCA,03/31/16,$1.27,,"$1,160",T,10.0,161.0,10.0,2017
1624,listowel independent plus,Thursday,"28,735",CMCA,03/31/17,$1.27,,"$1,160",T,10.0,161.0,10.0,2018
1861,listowel independent plus,Thursday,"23,669",CMCA,03/31/18,$1.27,,"$1,160",T,10.0,161.0,10.0,2019
140,london community news,Thursday,"128,076",PS,,$2.15,$335,"$1,160",T,10.0,175.0,10.0,2013
448,london community news,Thursday,"128,076",PS,,$2.35,"$1,160","$1,160",T,10.0,161.0,10,2014
754,london community news,Thursday,"129,642",CMCAC,12/31/14,$2.35,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1057,london our london,Thursday,"129,642",CMCA,12/31/13,$2.35,,"$1,160",T,10.0,161.0,10.0,2016
1354,london our london,Thursday,"110,000",CMCA,12/31/13,$2.35,,"$1,160",T,10.0,161.0,10.0,2017
141,london the londoner,Thursday,"140,154",CMCAC,06/30/12,$2.94,$294,$882,T,9.0,160.0,3.0,2013
449,london the londoner,Thursday,"140,428",CMCAC,12/31/12,$2.94,$294,$882,T,9.0,160.0,3,2014
755,london the londoner,Thursday,"140,600",CMCAC,12/31/13,$2.94,$147,$412,T,9.0,160.0,3.0,2015
1058,london the londoner,Thursday,"140,615",CMCA,12/31/14,$2.35,,$412,T,9.0,160.0,3.0,2016
1355,london the londoner,Thursday,"140,111",CMCA,12/31/15,$2.35,,$412,T,9.0,160.0,3.0,2017
1625,london the londoner,Thursday,"140,111",CMCA,12/31/15,$2.35,,$353,T,10.0,160.0,10.0,2018
1862,london the londoner,Thursday,"140,111",CMCA,12/31/15,$2.35,,$353,T,10.0,160.0,10.0,2019
142,lucknow sentinel,Wednesday,"1,304",CMCAP,06/30/12,$0.53,$59,$176,T,9.0,160.0,3.0,2013
450,lucknow sentinel,Wednesday,"1,289",CMCAP,12/31/12,$0.53,$59,$176,T,9.0,160.0,3,2014
756,lucknow sentinel,Wednesday,"1,162",CMCAP,12/31/13,$0.53,$59,$176,T,9.0,160.0,3.0,2015
1059,lucknow sentinel,Wednesday,922,CMCA,06/30/15,$0.53,,$176,T,9.0,160.0,3.0,2016
1356,lucknow sentinel,Wednesday,922,CMCA,06/30/15,$0.53,,$176,T,9.0,160.0,3.0,2017
1626,lucknow sentinel,Wednesday,922,CMCA,06/30/15,$0.53,,$176,T,9.0,160.0,3.0,2018
1863,lucknow sentinel,Wednesday,922,CMCA,06/30/15,$0.48,,$176,T,10.0,160.0,10.0,2019
143,manitoulin expositor,Wednesday,"5,519",ABC,03/31/12,$0.97,$212,$635,T,6.0,225.0,5.0,2013
451,manitoulin expositor,Wednesday,"4,916",ABC,03/31/13,$0.98,$224,$635,T,6.0,225.0,5,2014
757,manitoulin expositor,Wednesday,"5,514",AAM,09/30/13,$1.00,$224,$635,T,6.0,225.0,5.0,2015
1060,manitoulin expositor,Wednesday,"5,194",AAM,03/31/15,$1.01,,$635,T,6.0,225.0,5.0,2016
1357,manitoulin expositor,Wednesday,"5,194",AAM,03/31/15,$1.01,,$635,T,6.0,225.0,5.0,2017
1627,manitoulin expositor,Wednesday,"4,473",AAM,03/31/16,$1.01,,$635,T,6.0,225.0,5.0,2018
1864,manitoulin expositor,Wednesday,"4,724",AAM,12/31/16,$1.01,,$635,T,6.0,225.0,5.0,2019
