,Newspaper,Issued,Circ,Audit,AuditDate,NatlLineRate,SpotColour,ProcessColour,Format,Columns,Lines,MaterialCode,Year
1363,meaford express,Wednesday,"1,006",CMCA,06/30/15,$1.50,,"$1,160",T,10.0,161.0,10.0,2017
151,meaford express blue mountains courier herald,Wednesday,"1,260",CMCAP,06/30/12,$1.81,$335,"$1,160",T,10.0,175.0,10.0,2013
459,meaford express blue mountains courier herald,Wednesday,"1,871",CMCAP,12/31/12,$1.50,"$1,160","$1,160",T,10.0,161.0,10,2014
1870,meaford independent,Thursday,"1,300",PS,11/30/18,$1.12,,$176,T,6.0,168.0,5.0,2019
152,middlesex banner,Wednesday,"1,349",CMCAC,06/30/12,$0.79,$144,$475,T,5.0,217.0,4.0,2013
460,middlesex banner,Wednesday,"1,354",CMCAC,12/31/12,$0.81,$148,$493,T,5.0,217.0,4,2014
766,middlesex banner,Wednesday,"1,439",CMCAC,06/30/14,$1.31,$153,$511,T,4.0,175.0,8.0,2015
1069,middlesex banner,Wednesday,"1,503",CMCA,12/31/14,$1.35,,$529,T,4.0,175.0,8.0,2016
1364,middlesex banner,Wednesday,"1,444",CMCA,12/31/15,$1.40,,$549,T,4.0,175.0,8.0,2017
1633,middlesex banner,2nd/4th Wed,"1,497",CMCA,06/30/17,$1.45,,$549,T,4.0,175.0,8.0,2018
1871,middlesex banner,2nd/4th Wed,"1,497",CMCA,06/30/17,$1.51,,$549,T,4.0,175.0,8.0,2019
153,midland free press,Thursday,"20,098",CMCAC,08/31/12,$0.94,$235,$471,B,10.0,287.0,3.0,2013
154,midland penetanguishene mirror,Thursday,"21,369",CMCAC,09/30/12,$2.88,$335,"$1,160",T,10.0,175.0,10.0,2013
461,midland penetanguishene mirror,Thursday,"21,354",CMCAC,03/31/13,$3.15,"$1,160","$1,160",T,10.0,161.0,10,2014
767,midland penetanguishene mirror,Thursday,"21,459",CMCAC,03/31/14,$3.15,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1070,midland penetanguishene mirror,Thursday,"21,636",CMCA,03/31/15,$3.15,,"$1,160",T,10.0,161.0,10.0,2016
1365,midland penetanguishene mirror,Thursday,"21,775",CMCA,03/31/16,$3.15,,"$1,160",T,10.0,161.0,10.0,2017
1634,midland penetanguishene mirror,Thursday,"21,771",CMCA,03/31/17,$3.15,,"$1,160",T,10.0,161.0,10.0,2018
1872,midland penetanguishene mirror,Thursday,"21,612",CCAB,06/30/18,$3.15,,"$1,160",T,10.0,161.0,10.0,2019
155,mildmay town country crier,Wednesday,"1,362",CMCAP,06/30/12,$0.44,$59,$118,T,5.0,215.0,4.0,2013
462,mildmay town country crier,Wednesday,"1,348",CMCAP,12/31/12,$0.44,$59,$118,T,5.0,215.0,4,2014
768,mildmay town country crier,Thursday,"1,351",CMCAP,12/31/13,$0.44,$59,$118,T,5.0,215.0,4.0,2015
1071,mildmay town country crier,Thursday,"1,299",CMCA,12/31/14,$0.49,,$118,T,5.0,215.0,4.0,2016
1366,mildmay town country crier,Thursday,"1,259",CMCA,12/31/15,$0.49,,$118,T,5.0,215.0,4.0,2017
1635,mildmay town country crier,Thursday,"1,372",CMCA,12/31/16,$0.49,,$118,T,5.0,215.0,4.0,2018
1873,mildmay town country crier,Thursday,"1,312",CMCA,12/31/17,$0.49,,$118,T,5.0,215.0,4.0,2019
156,millbrook times,Thursday,"1,182",CMCAP,07/31/12,$0.88,$141,$376,T,5.0,215.0,4.0,2013
463,millbrook times,Thursday,"1,183",CMCAC,01/31/13,$0.91,$146,$388,T,5.0,215.0,4,2014
769,millbrook times,Thursday,"1,558",CMCAC,01/31/14,$0.91,$146,$388,T,5.0,215.0,4.0,2015
1072,millbrook times,Thursday,"1,471",CMCA,07/31/14,$0.91,,$388,T,5.0,215.0,4.0,2016
1367,millbrook times,Monthly,"4,100",CMCA,01/31/15,$0.91,,$388,T,5.0,215.0,4.0,2017
1636,millbrook times,Monthly,"4,100",CMCA,07/31/15,$0.91,,$388,T,5.0,215.0,4.0,2018
1874,millbrook times,Monthly,"4,100",CMCA,07/31/15,$0.91,,$388,T,5.0,215.0,4.0,2019
157,milton canadian champion,Thursday,"27,552",CCAB,03/31/12,$2.92,$335,"$1,160",T,10.0,175.0,10.0,2013
158,milton canadian champion,Tuesday,"22,328",CCAB,03/31/12,$2.81,$335,"$1,160",T,10.0,175.0,10.0,2013
464,milton canadian champion,Thursday,"28,663",CCAB,03/31/13,$3.19,"$1,160","$1,160",T,10.0,161.0,10,2014
770,milton canadian champion,Thursday,"29,750",CCAB,03/31/14,$3.19,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1073,milton canadian champion,Thursday,"30,367",CCAB,03/31/15,$3.19,,"$1,160",T,10.0,161.0,10.0,2016
1368,milton canadian champion,Thursday,"31,268",CCAB,03/31/16,$3.19,,"$1,160",T,10.0,161.0,10.0,2017
1637,milton canadian champion,Thursday,"32,513",CCAB,12/31/16,$3.19,,"$1,160",T,10.0,161.0,10.0,2018
1875,milton canadian champion,Thursday,"32,654",CCAB,06/30/18,$3.19,,"$1,160",T,10.0,161.0,10.0,2019
159,minden times,Wednesday,"1,601",CMCAP,06/30/12,$0.61,$141,$353,T,9.0,158.0,3.0,2013
465,minden times,Wednesday,"1,683",CMCAP,06/30/12,$0.61,$141,$353,T,9.0,158.0,3,2014
771,minden times,Wednesday,"1,254",CMCAP,06/30/14,$0.52,$141,$353,T,9.0,189.0,3.0,2015
1074,minden times,Thursday,"1,350",CMCA,12/31/14,$0.52,,$176,T,9.0,189.0,3.0,2016
1369,minden times,Thursday,"1,405",CMCA,12/31/15,$0.52,,$176,T,9.0,189.0,3.0,2017
1638,minden times,Thursday,"1,266",CMCA,06/30/17,$0.52,,$176,T,9.0,189.0,3.0,2018
1876,minden times,Thursday,"1,258",CMCA,06/30/18,$0.52,,$176,T,9.0,189.0,3.0,2019
160,minto express,Wednesday,764,CMCAP,06/30/12,$0.89,$335,"$1,160",T,10.0,175.0,10.0,2013
466,minto express,Wednesday,747,CMCAP,12/31/12,$0.97,"$1,160","$1,160",T,10.0,161.0,10,2014
772,minto express,Wednesday,667,CMCAP,06/30/14,$0.97,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1075,minto express,Wednesday,584,CMCA,06/30/15,$0.97,,"$1,160",T,10.0,161.0,10.0,2016
1370,minto express,Wednesday,584,CMCA,06/30/15,$0.97,,"$1,160",T,10.0,161.0,10.0,2017
161,mississauga news,Friday,"122,760",CCAB,03/31/12,$9.53,$335,"$1,160",T,10.0,175.0,10.0,2013
162,mississauga news,Wednesday,"123,098",CCAB,03/31/12,$9.53,$335,"$1,160",T,10.0,175.0,10.0,2013
467,mississauga news,Friday,"122,874",CCAB,03/31/13,$10.40,"$1,160","$1,160",T,10.0,161.0,10,2014
468,mississauga news,Wednesday,"124,805",CCAB,03/31/13,$10.40,"$1,160","$1,160",T,10.0,161.0,10,2014
773,mississauga news,Friday,"122,354",CCAB,03/31/14,$9.64,"$1,160","$1,160",T,10.0,161.0,10.0,2015
774,mississauga news,Thursday,"125,582",CCAB,03/31/14,$9.64,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1077,mississauga news,Friday,"122,354",CCAB,03/31/14,$9.64,,"$1,160",T,10.0,161.0,10.0,2016
1079,mississauga news,Thursday,"125,582",CCAB,03/31/14,$9.64,,"$1,160",T,10.0,161.0,10.0,2016
1371,mississauga news,Friday,"121,982",CCAB,03/31/16,$9.64,,"$1,160",T,10.0,161.0,10.0,2017
1372,mississauga news,Thursday,"165,000",CCAB,03/31/16,$9.64,,"$1,160",T,10.0,161.0,10.0,2017
1639,mississauga news,Thursday,"165,000",CCAB,03/31/16,$9.64,,"$1,160",T,10.0,161.0,10.0,2018
1877,mississauga news,Thursday,"167,250",CCAB,06/30/18,$9.64,,"$1,160",T,10.0,161.0,10.0,2019
776,mississauga news apt condo malton edition,Thursday,"75,665",CCAB,03/31/14,$4.41,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1076,mississauga news apt condo malton edition,Thursday,"75,665",CCAB,03/31/14,$4.41,,"$1,160",T,10.0,161.0,10.0,2016
775,mississauga news full city edition,Thur/Fri,"201,247",CCAB,03/31/14,$10.99,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1078,mississauga news full city edition,Thur/Fri,"201,247",CCAB,03/31/14,$10.99,,"$1,160",T,10.0,161.0,10.0,2016
163,mitchell advocate,Wednesday,"2,191",CMCAP,06/30/12,$0.78,$88,$294,T,9.0,160.0,3.0,2013
469,mitchell advocate,Wednesday,"2,171",CMCAP,06/30/13,$0.78,$88,$176,T,9.0,160.0,3,2014
777,mitchell advocate,Wednesday,"2,057",CMCAP,06/30/14,$0.79,$88,$176,T,9.0,160.0,3.0,2015
1080,mitchell advocate,Wednesday,"1,900",CMCA,06/30/15,$0.79,,$176,T,9.0,160.0,3.0,2016
1373,mitchell advocate,Wednesday,"1,870",CMCA,12/31/15,$0.79,,$176,T,9.0,160.0,3.0,2017
1640,mitchell advocate,Wednesday,"1,601",CMCA,06/30/17,$0.79,,$176,T,9.0,160.0,3.0,2018
1878,mitchell advocate,Wednesday,"1,473",CMCA,06/30/18,$0.71,,$176,T,10.0,160.0,10.0,2019
164,morrisburg leader,Wednesday,"2,075",CMCAP,09/30/12,$0.68,$148,$296,B,6.0,300.0,1.0,2013
470,morrisburg leader,Wednesday,"1,956",CMCAP,03/31/13,$0.68,$148,$296,B,6.0,300.0,1,2014
778,morrisburg leader,Wednesday,"1,905",CMCAP,03/31/14,$0.68,$148,$148,B,6.0,300.0,1.0,2015
1081,morrisburg leader,Wednesday,"1,879",CMCA,03/31/15,$0.71,,$148,B,6.0,300.0,1.0,2016
1374,morrisburg leader,Wednesday,"1,900",CMCA,09/30/15,$0.71,,$148,B,6.0,300.0,1.0,2017
1641,morrisburg leader,Wednesday,"1,772",CMCA,03/31/17,$0.76,,$148,B,6.0,300.0,1.0,2018
1879,morrisburg leader,Wednesday,"1,750",CMCA,03/31/18,$0.82,,$148,B,6.0,300.0,1.0,2019
165,mount forest bizbull,Monthly,"7,042",CMCAC,01/31/12,$0.59,$112,$405,P,4.0,140.0,,2013
471,mount forest bizbull,Monthly,"7,042",CMCAC,01/31/12,$0.59,$112,$405,P,4.0,140.0,,2014
779,mount forest bizbull,Monthly,"7,042",CMCAC,01/31/12,$1.67,$88,$88,P,2.0,137.0,,2015
1082,mount forest bizbull,Monthly,"7,042",CMCA,01/31/12,$1.67,,$88,P,2.0,137.0,,2016
1375,mount forest bizbull,Monthly,"7,042",CMCA,01/31/12,$1.67,,$88,P,2.0,137.0,,2017
1642,mount forest bizbull,Monthly,"7,042",CMCA,01/31/12,$1.67,,$88,P,2.0,137.0,,2018
1880,mount forest bizbull,Monthly,"7,042",CMCA,01/31/12,$1.67,,$88,P,2.0,137.0,,2019
166,mount forest confederate,Wednesday,"2,174",CMCAP,06/30/12,$0.86,$335,"$1,160",T,10.0,175.0,10.0,2013
472,mount forest confederate,Wednesday,"2,059",CMCAP,06/30/13,$0.93,"$1,160","$1,160",T,10.0,161.0,10,2014
780,mount forest confederate,Wednesday,"1,805",CMCAP,06/30/14,$0.94,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1083,mount forest confederate,Wednesday,"1,557",CMCA,06/30/15,$0.94,,"$1,160",T,10.0,161.0,10.0,2016
1376,mount forest confederate,Wednesday,"1,557",CMCA,06/30/15,$0.94,,"$1,160",T,10.0,161.0,10.0,2017
167,muskoka district weekender,Friday,"25,779",CMCAC,04/30/12,$3.00,$335,"$1,160",T,10.0,175.0,10.0,2013
473,muskoka district weekender,Thursday,"26,430",CMCAC,04/30/13,$2.97,"$1,160","$1,160",T,10.0,161.0,10,2014
781,muskoka muskokaregion.com,Thursday,"27,187",CMCAC,04/30/14,$2.97,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1084,muskoka muskokaregion.com,Thursday,"25,850",CMCA,04/30/15,$2.97,,"$1,160",T,10.0,161.0,10.0,2016
1377,muskoka muskokaregion.com,Thursday,"25,850",CMCA,04/30/15,$2.97,,"$1,160",T,10.0,161.0,10.0,2017
1643,muskoka muskokaregion.com,Thursday,"25,991",CMCA,10/31/16,$2.97,,"$1,160",T,10.0,161.0,10.0,2018
1881,muskoka muskokaregion.com,Thursday,"25,494",CMCA,10/31/17,$2.97,,"$1,160",T,10.0,161.0,10.0,2019
168,muskoka what's up muskoka,Wednesday,"24,313",PS,2001/1/12,$1.59,incl.,incl.,T,9.0,175.0,3.0,2013
474,muskoka what's up muskoka,Wednesday,"25,966",CMCAC,06/30/13,$1.59,incl.,incl.,T,9.0,175.0,3,2014
782,muskoka what's up muskoka,Wednesday,"25,966",CMCAC,06/30/13,$1.59,Incl.,Incl.,T,9.0,175.0,3.0,2015
1085,muskoka what's up muskoka,Wednesday,"27,229",CMCA,12/31/14,$1.59,,incl.,T,9.0,161.0,3.0,2016
169,napanee beaver,Thursday,"15,503",CMCAC,06/30/12,$0.80,$71,$106,T,6.0,212.0,5.0,2013
475,napanee beaver,Thursday,"15,531",CMCAC,12/31/12,$0.80,$71,$106,T,6.0,212.0,5,2014
783,napanee beaver,Thursday,"15,785",CMCAC,06/30/13,$0.80,$71,$106,T,6.0,212.0,5.0,2015
1086,napanee beaver,Thursday,"15,752",CMCA,12/31/14,$0.91,,$106,T,6.0,188.0,5.0,2016
1378,napanee beaver,Thursday,"15,752",CMCA,12/31/14,$0.91,,$106,T,6.0,188.0,5.0,2017
1644,napanee beaver,Thursday,"15,746",CMCA,12/31/16,$0.91,,$106,T,6.0,160.0,5.0,2018
1882,napanee beaver,Thursday,"15,786",CMCA,12/31/17,$0.91,,$106,T,6.0,160.0,5.0,2019
170,napanee guide,Thursday,"14,965",CMCAC,06/30/12,$0.77,$194,$429,T,9.0,160.0,3.0,2013
476,napanee guide,Thursday,"14,980",CMCAC,12/31/12,$0.78,$194,$429,T,9.0,160.0,3,2014
784,napanee guide,Thursday,"14,948",CMCAC,12/31/13,$0.78,$194,$429,T,9.0,160.0,3.0,2015
1087,napanee guide,Thursday,"14,833",CMCA,12/31/14,$0.78,,$429,T,9.0,160.0,3.0,2016
1379,napanee guide,Thursday,"14,939",CMCA,12/31/15,$0.78,,$429,T,9.0,160.0,3.0,2017
1645,napanee guide,Thursday,"15,022",CMCA,12/31/16,$0.78,,$429,T,10.0,160.0,10.0,2018
1883,napanee guide,Thursday,"15,022",CMCA,12/31/16,$0.78,,$429,T,10.0,160.0,10.0,2019
171,nepean barrhaven news,Thursday,"46,836",CMCAC,06/30/12,$1.47,$335,"$1,160",T,6.0,218.0,5.0,2013
477,nepean barrhaven news,Thursday,"48,792",CMCAC,12/31/12,$1.02,"$1,160","$1,160",T,10.0,189.0,10,2014
785,nepean barrhaven news,Thursday,"50,401",CMCAC,06/30/14,$1.20,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1088,nepean barrhaven news,Thursday,"51,478",CMCA,12/31/14,$1.20,,"$1,160",T,10.0,161.0,10.0,2016
1380,nepean barrhaven news,Thursday,"52,390",CMCA,12/31/15,$1.20,,"$1,160",T,10.0,161.0,10.0,2017
172,new hamburg independent,Wednesday,"2,418",CMCAP,06/30/12,$0.89,$335,"$1,160",T,10.0,175.0,10.0,2013
478,new hamburg independent,Wednesday,"2,377",CMCAP,12/31/12,$0.98,"$1,160","$1,160",T,10.0,161.0,10,2014
786,new hamburg independent,Wednesday,"2,286",CMCAP,12/31/13,$0.98,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1089,new hamburg independent,Wednesday,"2,063",CMCA,12/31/14,$0.98,,"$1,160",T,10.0,161.0,10.0,2016
1381,new hamburg independent,Wednesday,"1,985",CMCA,12/31/15,$0.98,,"$1,160",T,10.0,161.0,10.0,2017
1646,new hamburg independent,Wednesday,"1,718",CMCA,12/31/16,$0.98,,"$1,160",T,10.0,161.0,10.0,2018
1884,new hamburg independent,Wednesday,"1,525",CMCA,12/31/17,$0.98,,"$1,160",T,10.0,161.0,10.0,2019
173,new liskeard temiskaming speaker,Friday,"9,571",CMCAC,03/31/12,$1.59,$265,$559,T,5.0,220.0,4.0,2013
174,new liskeard temiskaming speaker,Wednesday,"3,653",CMCAP,02/28/12,$1.59,$265,$559,T,5.0,220.0,4.0,2013
479,new liskeard temiskaming speaker,Friday,"10,433",CMCAC,03/31/13,$1.61,$265,$559,T,5.0,220.0,4,2014
480,new liskeard temiskaming speaker,Wednesday,"3,500",CMCAP,02/28/13,$1.61,$265,$559,T,5.0,220.0,4,2014
787,new liskeard temiskaming speaker,Friday,"10,377",CMCAC,03/31/14,$1.64,$265,$559,T,5.0,220.0,4.0,2015
788,new liskeard temiskaming speaker,Wednesday,"3,316",CMCAP,02/28/14,$1.64,$265,$559,T,5.0,220.0,4.0,2015
1090,new liskeard temiskaming speaker,Friday,"10,620",CMCA,09/30/14,$1.67,,$559,T,5.0,220.0,4.0,2016
1091,new liskeard temiskaming speaker,Wednesday,"3,078",CMCA,02/28/15,$1.67,,$559,T,5.0,220.0,4.0,2016
1382,new liskeard temiskaming speaker,Friday,"10,507",CMCA,09/30/15,$1.71,,$559,T,5.0,220.0,4.0,2017
1383,new liskeard temiskaming speaker,Wednesday,"2,169",CMCA,08/31/15,$1.71,,$559,T,5.0,220.0,4.0,2017
1647,new liskeard temiskaming speaker,Friday,"10,450",CMCA,03/31/16,$1.74,,$559,T,5.0,220.0,4.0,2018
1648,new liskeard temiskaming speaker,Wednesday,"2,965",CMCA,02/28/16,$1.74,,$559,T,5.0,220.0,4.0,2018
1885,new liskeard temiskaming speaker,Friday,"10,435",CMCA,09/30/17,$1.76,,$559,T,5.0,220.0,4.0,2019
1886,new liskeard temiskaming speaker,Wednesday,"2,914",CMCA,02/28/17,$1.76,,$559,T,5.0,220.0,4.0,2019
176,newmarket era aurora banner,Thursday,"50,605",CCAB,03/31/12,$3.52,$335,"$1,160",B,10.0,301.0,10.0,2013
481,newmarket era aurora banner,Thursday,"42,590",CCAB,03/31/13,$3.52,"$1,160","$1,160",B,10.0,301.0,10,2014
789,newmarket era aurora banner east gwillimbury express,Thursday,"50,887",CCAB,03/31/14,$3.52,"$1,160","$1,160",B,10.0,301.0,10.0,2015
1092,newmarket era aurora banner east gwillimbury express,Thursday,"50,971",CCAB,03/31/15,$3.52,,"$1,160",B,10.0,301.0,10.0,2016
1384,newmarket era aurora banner east gwillimbury express,Thursday,"50,971",CCAB,03/31/15,$3.52,,"$1,160",B,10.0,301.0,10.0,2017
1649,newmarket era aurora banner east gwillimbury express,Thursday,"50,435",CCAB,09/30/15,$3.52,,"$1,160",T,10.0,161.0,10.0,2018
1887,newmarket era aurora banner east gwillimbury express,Thursday,"49,595",CCAB,06/30/18,$3.52,,"$1,160",T,10.0,161.0,10.0,2019
175,newmarket era aurora banner georgina advocate,Sunday,"68,202",CCAB,03/31/12,$4.93,$335,"$1,160",T,10.0,175.0,10.0,2013
482,newmarket era aurora banner georgina advocate,Sunday,"68,211",CCAB,03/31/13,$5.38,"$1,160","$1,160",T,10.0,161.0,10,2014
790,newmarket era aurora banner georgina advocate,Sunday,"69,549",CCAB,03/31/14,$5.38,"$1,160","$1,160",T,10.0,161.0,10.0,2015
177,niagara advance,Wednesday,"7,427",CMCAC,05/31/12,$0.73,$88,$206,T,9.0,160.0,3.0,2013
483,niagara advance,Thursday,"7,426",CMCAC,05/31/13,$0.73,$88,$206,T,9.0,160.0,3,2014
791,niagara advance,Thursday,"7,427",CMCAC,05/30/14,$0.73,$88,$206,T,9.0,160.0,3.0,2015
1093,niagara advance,Thursday,"7,380",CMCA,05/31/15,$0.73,,$206,T,9.0,160.0,3.0,2016
1385,niagara advance,Thursday,"7,489",CMCA,11/30/15,$0.73,,$206,T,9.0,160.0,3.0,2017
178,niagara this week,Thursday,"167,300",CCAB,09/30/11,$3.79,$335,"$1,160",T,10.0,147.0,10.0,2013
179,niagara this week,Wednesday,"95,136",CCAB,09/30/11,$3.05,$335,"$1,160",T,10.0,147.0,10.0,2013
484,niagara this week,Thursday,"180,050",CCAB,03/31/13,$3.86,"$1,160","$1,160",T,10.0,147.0,10,2014
485,niagara this week,Wednesday,"94,375",CCAB,03/31/13,$3.11,"$1,160","$1,160",T,10.0,147.0,10,2014
792,niagara this week,Thursday,"151,925",CCAB,09/30/13,$3.86,"$1,160","$1,160",T,10.0,147.0,10.0,2015
793,niagara this week,Wednesday,"90,739",CCAB,09/30/13,$3.11,"$1,160","$1,160",T,10.0,147.0,10.0,2015
1094,niagara this week,Thursday,"159,597",CCAB,09/30/15,$3.86,,"$1,160",T,10.0,147.0,10.0,2016
1386,niagara this week,Thursday,"159,597",CCAB,03/31/16,$3.86,,"$1,160",T,10.0,147.0,10.0,2017
1650,niagara this week,Thursday,"157,002",CCAB,12/31/16,$3.86,,"$1,160",T,10.0,147.0,10.0,2018
1888,niagara this week,Thursday,"156,928",CCAB,06/30/18,$3.86,,"$1,160",T,10.0,147.0,10.0,2019
180,nipigon red rock gazette,Tuesday,872,CMCAP,06/30/12,$1.13,$342,$412,T,5.0,224.0,4.0,2013
486,nipigon red rock gazette,Tuesday,872,CMCAP,06/30/12,$1.15,$342,$412,T,5.0,224.0,4,2014
794,nipigon red rock gazette,Tuesday,735,CMCAP,06/30/14,$1.15,$342,$412,T,5.0,224.0,4.0,2015
1095,nipigon red rock gazette,Tuesday,505,CMCA,06/30/15,$1.15,,$412,T,5.0,224.0,4.0,2016
1387,nipigon red rock gazette,Tuesday,505,CMCA,06/30/15,$1.15,,$412,T,5.0,224.0,4.0,2017
1651,nipigon red rock gazette,Tuesday,497,CMCA,06/30/17,$1.15,,$412,T,5.0,224.0,4.0,2018
1889,nipigon red rock gazette,Tuesday,497,CMCA,06/30/17,$1.15,,$412,T,5.0,224.0,4.0,2019
795,norfolk news,Thursday,"25,704",PS,04/30/14,$1.16,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1096,norfolk news,Thursday,"26,013",CCAB,03/31/15,$1.16,,"$1,160",T,10.0,161.0,10.0,2016
1388,norfolk news,Thursday,"30,318",CCAB,03/31/16,$1.16,,"$1,160",T,10.0,161.0,10.0,2017
181,north bay nipissing news,Thursday,"42,332",PS,,$0.85,$335,"$1,160",T,10.0,175.0,10.0,2013
487,north bay nipissing news,Thursday,"34,222",PS,,$0.93,"$1,160","$1,160",T,10.0,161.0,10,2014
796,north bay nipissing news,Thursday,"34,614",CMCAC,06/30/14,$0.93,"$1,160","$1,160",T,10.0,161.0,10.0,2015
182,north york mirror,Friday,"95,435",CCAB,03/31/12,$7.73,$335,"$1,160",T,10.0,175.0,10.0,2013
183,north york mirror,Thursday,"94,915",CCAB,03/31/12,$7.73,$335,"$1,160",T,10.0,175.0,10.0,2013
488,north york mirror,Thursday,"94,743",CCAB,03/31/13,$8.44,"$1,160","$1,160",T,10.0,161.0,10,2014
797,north york mirror,Thursday,"97,046",CCAB,03/31/14,$8.44,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1097,north york mirror,Thursday,"98,013",CCAB,03/31/15,$8.44,,"$1,160",T,10.0,161.0,10.0,2016
1389,north york mirror,Thursday,"96,965",CCAB,03/31/16,$8.44,,"$1,160",T,10.0,161.0,10.0,2017
1652,north york mirror,Thursday,"93,964",CCAB,12/31/16,$8.69,,"$1,160",T,10.0,161.0,10.0,2018
1890,north york mirror,Thursday,"90,896",CCAB,06/30/18,$8.69,,"$1,160",T,10.0,161.0,10.0,2019
184,northumberland news,Thur/Fri,"22,752",CCAB,03/31/12,$2.55,$335,"$1,160",T,10.0,175.0,10.0,2013
489,northumberland news,Thur/Fri,"22,785",CCAB,03/31/13,$2.78,"$1,160","$1,160",T,10.0,161.0,10,2014
798,northumberland news,Thursday,"22,731",CCAB,03/31/14,$2.75,"$1,160","$1,160",T,10.0,161.0,10.0,2015
1098,northumberland news,Thursday,"22,722",CCAB,03/31/15,$2.75,,"$1,160",T,10.0,161.0,10.0,2016
1390,northumberland news,Thursday,"22,631",CCAB,03/31/16,$2.75,,"$1,160",T,10.0,161.0,10.0,2017
1653,northumberland news,Thursday,"22,460",CCAB,12/31/16,$2.75,,"$1,160",T,10.0,161.0,10.0,2018
1891,northumberland news,Thursday,"22,338",CCAB,12/31/17,$2.75,,"$1,160",T,10.0,161.0,10.0,2019
185,northumberland today.com,M/Tu/W/F,"3,806",CMCAP,06/30/12,$1.12,$118,$353,B,10.0,301.0,3.0,2013
186,northumberland today.com,Thursday,"21,045",CMCAC,12/31/11,$1.51,$118,$353,B,10.0,301.0,3.0,2013
490,northumberland today.com,M/Tu/W/F,"3,632",CMCAP,12/31/12,$1.14,$118,$353,B,10.0,301.0,3,2014
491,northumberland today.com,Thursday,"20,410",CMCAC,12/31/12,$1.53,$118,$353,B,10.0,301.0,3,2014
799,northumberland today.com,M/Tu/W/F,"3,168",CMCAP,12/31/13,$1.14,$118,$353,B,10.0,301.0,3.0,2015
800,northumberland today.com,Thursday,"21,618",CMCAC,12/31/14,$1.53,$118,$353,B,10.0,301.0,3.0,2015
1099,northumberland today.com,M/Tu/W/F,"2,696",CMCA,12/31/14,$1.14,,$353,B,10.0,287.0,10.0,2016
1100,northumberland today.com,Thursday,"21,523",CMCA,12/31/14,$1.53,,$353,B,10.0,287.0,10.0,2016
1391,northumberland today.com,M/Tu/W/F,"2,718",CMCA,06/30/15,$1.14,,$353,B,10.0,287.0,10.0,2017
1392,northumberland today.com,Thursday,"21,493",CMCA,06/30/15,$1.53,,$353,B,10.0,287.0,10.0,2017
187,norwich gazette,Wednesday,876,CMCAP,06/30/12,$0.71,$176,$529,T,9.0,160.0,3.0,2013
492,norwich gazette,Wednesday,843,CMCAP,06/30/13,$0.71,$176,$529,T,9.0,160.0,3,2014
801,norwich gazette,Wednesday,822,CMCAP,12/31/13,$0.73,$182,$546,T,9.0,160.0,3.0,2015
1101,norwich gazette,Wednesday,660,CMCA,06/30/15,$0.73,,$546,T,9.0,160.0,3.0,2016
1393,norwich gazette,Wednesday,660,CMCA,06/30/15,$0.73,,$546,T,9.0,160.0,3.0,2017
1654,norwich gazette,Wednesday,660,CMCA,06/30/15,$0.73,,$546,T,10.0,160.0,10.0,2018
188,nunavut news north,Monday,"6,159",CMCAC,09/30/12,$2.03,$200,$550,T,6.0,215.0,5.0,2013
493,nunavut news north,Monday,"6,127",CMCAC,03/31/13,$2.11,$200,$550,T,6.0,215.0,5,2014
802,nunavut news north,Monday,"5,727",CMCAC,09/30/13,$2.11,$200,$550,T,6.0,215.0,5.0,2015
1102,nunavut news north,Monday,"5,939",CMCA,09/30/14,$2.11,,$550,T,6.0,215.0,5.0,2016
1394,nunavut news north,Monday,"6,368",CMCA,09/30/15,$2.11,,$456,T,6.0,215.0,5.0,2017
1655,nunavut news north,Monday,"4,596",CMCA,03/31/17,$2.14,,incl.,T,6.0,215.0,5.0,2018
1892,nunavut news north,Monday,"4,596",CMCA,03/31/17,$2.14,,Incl.,T,6.0,215.0,5.0,2019
189,nwt news north,Monday,"7,981",CMCAP,03/31/12,$2.00,$200,$550,T,6.0,215.0,5.0,2013
494,nwt news north,Monday,"7,779",CMCAP,03/31/13,$2.06,$200,$550,T,6.0,215.0,5,2014
803,nwt news north,Monday,"7,111",CMCAP,03/31/14,$2.06,$200,$550,T,6.0,215.0,5.0,2015
1103,nwt news north,Monday,"7,558",CMCA,03/15/15,$2.06,,$550,T,6.0,215.0,5.0,2016
190,nwt nunavut news north,Monday,"14,140",CMCACP,09/30/12,$2.44,$400,"$1,100",T,6.0,215.0,5.0,2013
495,nwt nunavut news north,Monday,"13,906",CMCAP,03/31/13,$2.57,$400,"$1,100",T,6.0,215.0,5,2014
804,nwt nunavut news north,Monday,"12,788",CMCAP,03/31/14,$2.57,$400,"$1,100",T,6.0,215.0,5.0,2015
