,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs,postmedia,metroland,MetrolandOrPostmedia,Unnamed: 0,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,Population,PopulationGrowth,Age,Income,Education,NofID2,FreeCirculation_Sum_Others,TotalCirculation_Sum_Others,PaidCirculation_Sum_Others,FreeCirculation_Sum_PM,TotalCirculatinn_Sum_PM,PaidCirculation_Sum_PM,PMShare,PMNofID2,MeanMarketRate,PMMeanMarketRate,MeanCirc,PMMeanCirc,mean_MeanMarketRate_before_2017,mean_PMMeanMarketRate_before_2017,mean_NofID2_before_2017,mean_PMNofID2_before_2017,mean_MeanMarketRate_after_2017,mean_PMMeanMarketRate_after_2017,mean_NofID2_after_2017,mean_PMNofID2_after_2017,MeanMarketRate_2013,MeanMarketRate_2014,MeanMarketRate_2015,MeanMarketRate_2016,MeanMarketRate_2017,MeanMarketRate_2018,MeanMarketRate_2019,PMMeanMarketRate_2013,PMMeanMarketRate_2014,PMMeanMarketRate_2015,PMMeanMarketRate_2016,PMMeanMarketRate_2017,PMMeanMarketRate_2018,PMMeanMarketRate_2019,PMMeanMarketRate_PreTrend,MeanMarketRate_PreTrend,PMMeanMarketRate_PostTrend,MeanMarketRate_PostTrend,TMarket
70,,,,,,,,,2017,,,,,,,,Barrie Examiner,,,[nan],,,0.0,,Barrie,Examiner,postmedia network inc.,0.0,,0.0,,,,,,,,,1.0,,1.0,1.0,1,Barrie,2017.0,0.0,0.0,0.0,0.0,,right_only,1,1,0,0,0,0,0,0,0,0,0,0,0,['Simcoe'],1,0,1,2394,3543042,35,ON,43,Simcoe,42,Barrie,11.860295249887681,4.6434288981051814,4.933754249760298,10.429132820900398,9.883284845218608,3,0.0,0.0,0.0,52713.0,52713.0,0.0,1.0,2.0,3.72,3.72,26356.5,26356.5,3.658,3.658,2.6,2.0,3.72,3.72,2.0,1.0,3.41,3.72,3.72,3.72,3.72,3.72,3.72,3.41,3.72,3.72,3.72,3.72,3.72,3.72,0.06200000000000014,0.06200000000000014,-4.440892098500626e-16,-4.440892098500626e-16,1
77,belleville news,,1.51,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,,1.51,,1160.0,belleville news,both,,[nan],,Thursday,22513.0,T,belleville,belleville news,metroland media group ltd.,0.0,ON,22513.0,metroland media group ltd.,"['belleville ,ON, Canada']","[(44.1633264, -77.3852556)]",,,,,,1.0,belleville,0.0,0.0,1,Belleville,2013.0,0.0,22513.0,0.0,22513.0,Thursday,perfect_match,39,30,0,1,0,1,0,0,0,0,0,0,0,['Hastings'],0,1,1,2189,3512005,35,ON,12,Hastings,5,Belleville,10.835966544606807,4.630837932736669,4.96563792816552,10.334002932844076,8.737131611781498,3,0.0,0.0,0.0,68989.0,68989.0,0.0,1.0,2.0,1.62,1.62,34494.5,34494.5,1.6320000000000001,1.6320000000000001,2.6,2.0,1.73,1.73,2.0,1.0,1.795,1.505,1.62,1.62,1.62,1.73,1.73,1.795,1.505,1.62,1.62,1.62,1.73,1.73,-0.023499999999999882,-0.023499999999999882,0.054999999999999716,0.054999999999999716,1
84,grand bend lakeshore advance,,0.73,,353.0,9.0,160.0,3.0,2017,2015.0,2.0,Wednesday,,0.73,,353.0,grand bend zurich lakeshore advance,both,,[nan],,Wednesday,,T,grand%20bend&zurich,lakeshore advance,postmedia network inc.,,ON,,postmedia network inc.,"['grand bend ,ON, Canada', 'zurich ,ON, Canada']","[(43.312689, -81.757507), (43.421133, -81.624703)]",,,,,,0.0,grand bend zurich,0.0,0.0,0,Bluewater,2013.0,1.0,,,,Wednesday,perfect_match,162,119,1,1,1,1,1,1,0,0,1,0,1,"['Huron', 'Lambton']",1,0,1,2355,3540010,35,ON,40,Huron,10,Bluewater,8.886823846515187,4.618086411254637,4.982235819574558,10.519348639136,6.835184586147301,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.73,0.73,,,0.71,0.71,1.0,1.0,0.73,0.73,1.0,1.0,0.66,0.72,0.73,0.73,0.73,0.73,,0.66,0.72,0.73,0.73,0.73,0.73,,0.015,0.015,-2.731148640577885e-16,-2.731148640577885e-16,0
90,eganville leader,6096.0,0.97,,412.0,8.0,294.0,7.0,2017,2016.0,1.0,Wednesday,6096.0,0.97,,412.0,eganville leader,both,,[nan],,Wednesday,8.0,B,eganville,eganville leader,eganville leader publishing ltd.,5661.0,ON,5669.0,eganville leader publishing ltd.,"['eganville ,ON, Canada']","[(45.5406943, -77.1004317)]",leader,,,,,0.0,eganville,0.0,0.0,0,Bonnechere Valley,2013.0,0.0,8.0,5661.0,5669.0,Wednesday,perfect_match,118,88,1,1,1,1,1,1,0,1,1,1,1,['Renfrew'],0,0,0,2422,3547035,35,ON,47,Renfrew,35,Bonnechere Valley,8.235890725928495,4.580877493419047,4.994505912166372,10.213065647837128,5.814130531825066,1,8.0,5669.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.97,,5669.0,,0.97,,1.0,0.0,1.03,,1.0,0.0,0.97,0.97,0.97,0.97,0.97,1.0,1.06,,,,,,,,,5.517808432387028e-17,,0.04499999999999993,0
97,bracebridge examiner,8289.5,2.21,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,8289.5,2.21,,1160.0,bracebridge examiner,both,,[nan],,Thursday,8603.0,B,bracebridge,bracebridge examiner,metroland media group ltd.,74.0,ON,8677.0,metroland media group ltd.,"['bracebridge ,ON, Canada']","[(45.041508, -79.310989)]",,,,,,0.0,bracebridge,0.0,0.0,0,Bracebridge,2015.0,0.0,8603.0,74.0,8677.0,Thursday,perfect_match,45,36,1,1,1,1,1,1,1,1,1,1,1,['Muskoka'],0,1,1,2405,3544018,35,ON,44,Muskoka,18,Bracebridge,9.68719547617102,4.6434288981051814,4.9856593080260785,10.427416944679095,7.789454566086673,2,0.0,0.0,0.0,34594.0,34668.0,74.0,1.0,2.0,2.59,2.59,17334.0,17334.0,2.180222222222222,2.180222222222222,3.933333333333333,3.933333333333333,2.59,2.59,2.0,2.0,1.97,2.256666666666667,2.256666666666667,2.256666666666667,2.59,2.59,2.59,1.97,2.256666666666667,2.256666666666667,2.256666666666667,2.59,2.59,2.59,0.1240000000000001,0.1240000000000001,-4.440892098500626e-16,-4.440892098500626e-16,0
104,,,,,,,,,2017,,,,,,,,bradford west gwillimbury times,,,[nan],,Thursday,,T,bradford,bradford west gwillimbury times,postmedia network inc.,0.0,ON,,postmedia network inc.,"['bradford ,ON, Canada']","[(44.1171265, -79.5560133)]",,,,,,1.0,bradford,0.0,0.0,1,Bradford West Gwillimbury,2013.0,1.0,,0.0,,Thursday,right_only,48,38,0,1,0,1,0,0,0,0,0,0,0,['Simcoe'],1,0,1,2387,3543014,35,ON,43,Simcoe,14,Bradford West Gwillimbury,10.47517306455888,4.8346933442663405,4.922168312773925,10.50791280303527,8.454253391642363,2,0.0,0.0,0.0,10504.0,10504.0,0.0,1.0,2.0,1.5,1.5,10504.0,10504.0,1.4675,1.4675,2.0,2.0,1.4,1.5,1.0,1.0,1.37,1.5,1.5,1.5,1.5,1.5,1.5,1.37,1.5,1.5,1.5,1.5,1.5,1.5,0.025999999999999995,0.025999999999999995,-2.220446049250313e-16,-2.220446049250313e-16,1
111,brampton guardian,116447.0,5.07,,1160.0,10.0,161.0,10.0,2017,2016.0,1.0,Friday,123202.5,5.07,,1160.0,brampton guardian,both,,[nan],,Friday,120923.66666666669,T,brampton,brampton guardian,metroland media group ltd.,0.0,ON,120923.66666666669,metroland media group ltd.,"['brampton ,ON, Canada']","[(43.685832, -79.7599366)]",,,,,,0.0,brampton,0.0,0.0,0,Brampton,2013.0,1.0,132378.33333333334,0.0,132378.33333333334,Friday,perfect_match,50,40,1,1,1,1,1,1,1,0,1,1,1,['Peel'],0,1,1,2245,3521010,35,ON,21,Peel,10,Brampton,13.294193423600436,4.730039168033961,4.916324614625014,10.281649978116283,11.646625593358072,2,0.0,0.0,0.0,120923.66666666669,120923.66666666669,0.0,1.0,1.0,5.07,5.07,132378.33333333334,132378.33333333334,5.168333333333334,5.168333333333334,1.6666666666666667,1.0,5.07,5.07,2.0,1.0,5.66,5.07,5.07,5.07,5.07,5.07,5.07,5.66,5.07,5.07,5.07,5.07,5.07,5.07,-0.11800000000000001,-0.11800000000000001,-8.881784197001252e-16,-8.881784197001252e-16,0
118,,,,,,,,,2017,,,,,,,,burford times,,,[nan],,Wednesday,0.0,T,burford,burford times,burford times,,ON,,burford times,"['burford ,ON, Canada']","[(43.1032142, -80.4292701)]",burford times,,,,,0.0,burford,0.0,0.0,0,Brant,2013.0,1.0,0.0,,,Wednesday,right_only,59,47,1,0,1,0,1,1,0,0,0,0,1,['Brant'],0,0,0,2284,3529005,35,ON,29,Brant,5,Brant,10.513443323459292,4.634728988229636,4.957937505095806,10.567489095490265,8.509161019718974,2,0.0,0.0,0.0,4910.0,4910.0,0.0,1.0,1.0,0.65,0.65,4910.0,4910.0,0.68,0.68,2.0,1.0,0.67,0.67,2.6,1.0,0.77,0.65,0.65,0.65,0.65,0.67,0.67,0.77,0.65,0.65,0.65,0.65,0.67,0.67,-0.024000000000000014,-0.024000000000000014,0.009999999999999898,0.009999999999999898,0
125,brantford brant news,49012.0,1.85,,1160.0,10.0,161.0,10.0,2017,2016.0,1.0,Thursday,49012.0,1.85,,1160.0,brantford brant news,both,,[nan],,Thursday,,T,brantford,brant news,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['brantford ,ON, Canada']","[(43.1408157, -80.2631733)]",,,,,,1.0,brantford,0.0,0.0,1,Brantford,2013.0,1.0,,0.0,,Thursday,perfect_match,53,41,0,1,0,1,0,0,0,0,0,0,0,['Brant'],0,1,1,2285,3529006,35,ON,29,Brant,6,Brantford,11.488591787954775,4.645351975620923,4.9473404437239425,10.364765725463505,9.250041738827735,2,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.1799999999999997,2.1799999999999997,,,2.1849999999999996,2.1849999999999996,2.0,1.5,2.58,2.58,1.0,1.0,2.53,1.85,2.1799999999999997,2.1799999999999997,2.1799999999999997,2.58,,2.53,1.85,2.1799999999999997,2.1799999999999997,2.1799999999999997,2.58,,-0.03700000000000001,-0.03700000000000001,0.3999999999999994,0.3999999999999994,1
132,brighton independent,,0.64,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,,0.64,,1160.0,brighton independent,both,,[nan],,Thursday,7874.0,T,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0.0,ON,7874.0,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canad`']","[(44.0422275, -77.7370071), (44.2019073, -77.8868553), (44.3085912, -77.798084)]",,,,,,0.0,brighton warkworth campbellford,0.0,0.0,0,Brighton,2013.0,0.0,7873.5,0.0,7873.5,Thursday,perfect_match,56,44,1,1,1,1,1,1,1,0,1,1,1,"['Northumberland', 'Northumberland']",0,1,1,2204,3514004,35,ON,14,Northumberland,4,Brighton,9.387984339219026,4.685828089005546,4.998562712861986,10.419390266042402,7.3031700512368,1,0.0,0.0,0.0,7874.0,7874.0,0.0,1.0,1.0,0.64,0.64,7873.5,7873.5,0.8875,0.8875,1.0,1.0,0.64,0.64,1.0,1.0,1.72,0.55,0.64,0.64,0.64,0.64,0.64,1.72,0.55,0.64,0.64,0.64,0.64,0.64,-0.20699999999999996,-0.20699999999999996,-1.1102230246251565e-16,-1.1102230246251565e-16,0
139,brock citizen,,1.73,,1160.0,10.0,161.0,10.0,2017,2011.0,6.0,Thursday,,1.73,,1160.0,brock citizen,both,,[nan],,Thursday,,T,brock,brock citizen,metroland media group ltd.,0.0,ON,,metroland media group ltd.,"['brock ,ON, Canada']","[(44.347685049999995, -79.10016490761303)]",,,,,,0.0,brock,0.0,0.0,0,Brock,2013.0,1.0,,0.0,,Thursday,perfect_match,57,45,0,1,0,1,1,1,0,0,1,0,1,['Division No. 13'],0,1,1,2232,3518039,35,ON,18,Durham,39,Brock,9.37092743662413,4.631812116934513,4.966335035199676,10.438927737066038,7.110696122978827,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.73,1.73,,,1.6925,1.6925,1.0,1.0,1.73,1.73,1.0,1.0,1.58,1.73,1.73,1.73,1.73,1.73,1.73,1.58,1.73,1.73,1.73,1.73,1.73,1.73,0.029999999999999957,0.029999999999999957,-2.220446049250313e-16,-2.220446049250313e-16,0
146,walkerton herald times,1316.0,0.93,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,1316.0,0.93,,1160.0,walkerton herald times,both,,[nan],,Thursday,,T,walkerton,herald times,metroland media group ltd.,1266.0,ON,,metroland media group ltd.,"['walkerton ,ON, Canada']","[(44.1331908, -81.1485894)]",herald times,,,,,0.0,walkerton,0.0,0.0,0,Brockton,2015.0,0.0,,1266.0,,Thursday,perfect_match,600,469,1,1,1,1,1,1,0,1,1,0,1,['Bruce'],0,1,1,2366,3541032,35,ON,41,Bruce,32,Brockton,9.165447603085447,4.60816569496789,4.964940334834126,10.43781483608721,6.912742820493176,1,0.0,0.0,0.0,0.0,0.0,1266.0,,1.0,0.93,0.93,,,0.9125000000000001,0.9125000000000001,1.0,1.0,0.93,0.93,1.0,1.0,0.86,0.93,0.93,0.93,0.93,0.93,0.93,0.86,0.93,0.93,0.93,0.93,0.93,0.93,0.014000000000000033,0.014000000000000033,-1.1102230246251565e-16,-1.1102230246251565e-16,0
153,brockville st. lawrence news,,1.14,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,,1.14,,1160.0,brockville st. lawrence news,both,,[nan],,Thursday,29397.0,T,brockville,st. lawrence news,metroland media group ltd.,0.0,ON,29397.0,metroland media group ltd.,"['brockville ,ON, Canada']","[(44.5895925, -75.6843332)]",st. lawrence news,,,,,1.0,brockville,0.0,0.0,1,Brockville,2013.0,0.0,29397.0,0.0,29397.0,Thursday,perfect_match,58,46,0,1,0,1,0,0,0,0,0,0,0,['Leeds and Grenville'],0,1,1,2159,3507015,35,ON,7,Leeds and Grenville,15,Brockville,9.97329342678009,4.580877493419047,4.987025428457122,10.28158146384816,7.899153483343097,2,0.0,0.0,0.0,29397.0,29397.0,0.0,1.0,1.0,1.14,1.14,29397.0,29397.0,1.1059999999999999,1.1059999999999999,1.6666666666666667,1.0,,,1.0,0.0,,0.97,1.14,1.14,1.14,,,,0.97,1.14,1.14,1.14,,,0.05099999999999999,0.05099999999999999,,,1
